,Outlier,Max,Ctx,Max_Ctx
118,385620,27984,6011010
106,385620,27984,12003012
61,587033,27984,9011003
23,385620,27984,12013000
68,514552,27984,4008013
167,258670,27984,1004006
127,258670,27984,11011006
130,541174,27984,5010012
154,288841,27984,1006010
16,385620,27984,6008006
175,258670,27984,11001005
151,385620,27984,12009005
160,473893,27984,7011008
105,258670,27984,8007011
81,572214,27984,4002
173,473958,27984,4012003
124,541174,27984,6005000
140,385620,27984,12008004
101,514552,27984,10008013
156,473883,27984,4005004
137,385620,27984,9011
179,385620,27984,6006012
133,288841,27984,4003012
142,288841,27984,13012010
194,258670,27984,4007005
85,288841,27984,7003012
169,288841,27984,8006011
153,572214,27984,5000013
103,514552,27984,11009001
168,288841,27984,7006011
170,572214,27984,2
121,258670,27984,13007000
166,288841,27984,13012005
174,587033,27984,5000003
119,473893,27984,13004007
191,514552,27984,1008007
136,630983,27984,6010001
93,385620,27984,12003006
40,473958,27984,11000009
57,587033,27984,2011009
99,473958,27984,13010003
41,258670,27984,4011000
149,587033,27984,2004012
150,541174,27984,5004012
181,288841,27984,7009000
196,385620,27984,6011000
109,630983,27984,6010001
94,258670,27984,7004006
92,514552,27984,8003001
45,258670,27984,10010011
65,385620,27984,6008012
52,473893,27984,4010008
39,258670,27984,13004012
162,258670,27984,11004006
96,258670,27984,4008010
157,288841,27984,8006010
135,473958,27984,4005003
148,258670,27984,8007004
143,385620,27984,12013005
42,473958,27984,7012003
198,572214,27984,6005007
152,587033,27984,5011008
112,258670,27984,8007005
158,258670,27984,4001004
192,587033,27984,9010003
18,541174,27984,12000010
90,473893,27984,7004013
163,473958,27984,13000009
98,258670,27984,7001006
145,385620,27984,12006012
83,288841,27984,11009000
7,587033,27984,2012009
76,572214,27984,5004002
125,514552,27984,7009007
182,541174,27984,6005005
64,473883,27984,10000004
144,288841,27984,10012005
24,288841,27984,8003004
190,473893,27984,8005008
35,473893,27984,1010007
178,288841,27984,10006011
33,288841,27984,13003005
5,385620,27984,5003012
117,572214,27984,10002
115,288841,27984,7006005
180,258670,27984,13008012
146,258670,27984,4013005
126,514552,27984,4008013
193,258670,27984,4011011
28,258670,27984,1008005
131,587033,27984,9000009
176,258670,27984,13001011
108,514552,27984,10009007
38,572214,27984,5010009
200,473883,27984,4000004
134,541174,27984,4012
113,473893,27984,11012008
111,473883,27984,1005012
34,288841,27984,7006012
172,473958,27984,7004009
13,288841,27984,4009000
77,473958,27984,1000003
123,473893,27984,1010013
139,587033,27984,2005008
186,258670,27984,11007005
102,288841,27984,1006010
4,572214,27984,5005009
55,473893,27984,11005013
74,258670,27984,1013005
95,258670,27984,1013012
54,288841,27984,1006010
75,541174,27984,5010
63,258670,27984,10013000
91,541174,27984,12005005
114,258670,27984,11010012
110,258670,27984,1008004
6,587033,27984,5006003
31,258670,27984,4008004
100,258670,27984,11004012
62,541174,27984,0
80,385620,27984,6013006
69,258670,27984,10001012
86,473893,27984,10012001
78,541174,27984,5005011
189,258670,27984,7010012
59,258670,27984,8010012
188,473893,27984,11012013
15,258670,27984,13001006
132,288841,27984,8003011
187,288841,27984,4009004
37,288841,27984,13012010
82,473893,27984,7005007
14,473893,27984,8000013
129,258670,27984,4013004
79,473893,27984,7012007
104,630983,27984,6004008
159,385620,27984,6006000
88,541174,27984,5011
21,572214,27984,6012002
67,258670,27984,10007005
87,258670,27984,4010010
49,385620,27984,9012
164,288841,27984,13009010
138,385620,27984,6012012
56,258670,27984,8013006
70,473958,27984,13011009
25,288841,27984,10012005
50,630983,27984,6008
44,385620,27984,5013005
71,630983,27984,6006008
22,514552,27984,1013001
58,258670,27984,13004010
89,258670,27984,10011012
47,473958,27984,8000009
48,258670,27984,13013000
19,473893,27984,1004001
8,288841,27984,8009004
60,258670,27984,11011006
29,473883,27984,4005006
9,473893,27984,7004007
10,385620,27984,5011012
12,541174,27984,12010000
46,473883,27984,8000006
32,572214,27984,11006002
1,288841,27984,1012011
43,288841,27984,11012000
26,288841,27984,7006012
2,473958,27984,8000009
97,288841,27984,11006000
20,473893,27984,11005001
11,473893,27984,10004001
3,385620,27984,11005
17,473893,27984,11012013
