,Outlier,Max,Ctx,Max_Ctx
24,254627,27954,8010013
190,257498,27954,1001010
502,254822,27954,11005004
711,257498,27954,7001010
860,254523,27954,11006006
862,257434,26624,8007008
103,254822,27954,1011012
112,351899,27954,5009010
808,254627,27954,11010008
999,254822,27954,10010012
527,328764,27954,13010009
407,257434,26624,1001013
969,261212,27954,1009010
521,258283,27954,1008005
94,259728,26624,11013
510,254627,27954,13005011
935,254822,27954,8000006
613,254822,27954,7012000
7,254523,27954,11004011
472,351899,27954,6009011
525,254822,27954,1005000
408,263371,27954,13009001
56,258283,27954,13007012
193,541558,27954,13005003
758,283935,27954,5013011
50,257498,27954,7007013
578,351899,27954,3011
1,254627,27954,8006008
662,254627,27954,13011001
39,257498,27954,8001013
448,254523,27954,11012006
742,257434,26624,4007001
399,288653,27954,8003012
865,328764,27954,13004002
484,254523,27954,8010004
593,257434,26624,4008001
12,348832,27954,8004003
13,257547,27954,8008004
188,254627,27954,10000010
171,257434,26624,1013008
906,258283,27954,7008005
53,328073,27954,10011000
582,325136,27954,4000004
89,369668,27954,4003001
853,473933,27954,6011001
391,254627,27954,1005008
659,257434,26624,13008010
734,254822,27954,1010006
549,263402,26624,12009013
262,254627,27954,8011007
336,262610,27954,4003004
68,254627,27954,10005008
198,257498,27954,11007004
226,262610,27954,13003004
425,258283,27954,10007005
657,262610,27954,10003010
975,254627,27954,11010013
465,254822,27954,10004005
987,328073,27954,4004000
160,254523,27954,11004010
384,348832,27954,1011003
574,257498,27954,7013004
308,258283,27954,10008006
199,283935,27954,12008012
520,262610,27954,13003004
66,263371,27954,13009001
175,591185,27954,10009003
617,254627,27954,1006001
736,258283,27954,1008005
561,257498,27954,10001013
980,254627,27954,8011007
101,257434,26624,10007008
205,283935,27954,12008012
579,254627,27954,1005007
771,473933,27954,6011008
288,254822,27954,10011005
22,254523,27954,8005011
649,415359,27954,5012013
351,283935,27954,8010
17,473933,27954,12012001
492,254523,27954,1006004
382,473933,27954,5006008
498,254627,27954,7000007
298,384304,27954,8002007
135,254627,27954,4011001
290,328073,27954,13001006
845,254627,27954,7012007
800,288653,27954,7003010
154,348832,27954,4013003
919,283935,27954,6011010
400,254822,27954,8000012
415,254822,27954,1000006
124,254822,27954,8004012
77,254822,27954,11000005
320,328073,27954,8007000
780,262610,27954,4003011
397,257434,26624,13007008
