,Outlier,Max,Ctx,Max_Ctx
496,257498,27984,11008013
89,257547,27984,4008010
76,591388,27984,9009010
519,591388,27984,2013004
43,257498,27984,10013013
711,591388,27984,2005004
424,384304,27984,8002007
807,385620,27984,11011
156,257547,27984,8008011
208,257547,27984,11013013
591,385620,27984,8004
566,591388,27984,2009010
100,591388,27984,9009010
404,385620,27984,6011
36,257498,27984,8008010
615,385620,27984,12013000
51,591388,27984,9002010
27,384304,27984,4002007
154,385620,27984,12013004
239,257498,27984,10013010
958,415359,27984,5003007
65,385620,27984,8010
108,257498,27984,8013010
808,257498,27984,7008010
416,591388,27984,9002011
706,385620,27984,3006
417,257498,27984,8008013
447,385620,27984,12011
613,384304,27984,1002008
446,257498,27984,10013001
710,384304,27984,4002008
764,415359,27984,5008002
641,591388,27984,12002004
94,415359,27984,12003009
556,591388,27984,9002010
875,415359,27984,6013002
174,591388,27984,2013004
122,257498,27984,11013001
944,257547,27984,7008011
227,257498,27984,10008013
217,257498,27984,7013013
899,385620,27984,5011004
595,415359,27984,5003009
937,591388,27984,2012010
622,257547,27984,11013010
928,591388,27984,12002010
438,385620,27984,12012011
384,385620,27984,5008000
116,415359,27984,12003009
761,591388,27984,5007001
258,385620,27984,6006011
195,415359,27984,6009007
367,385620,27984,5008000
955,385620,27984,8010
729,385620,27984,5011010
576,415359,27984,5003009
337,591388,27984,9010010
974,384304,27984,11002007
263,591388,27984,2002011
918,591388,27984,9009011
179,257498,27984,1013008
393,591388,27984,2005004
941,591388,27984,9005010
843,257547,27984,4013004
659,591388,27984,2012004
629,257498,27984,4013007
146,415359,27984,6003009
539,385620,27984,6003006
943,385620,27984,8010
756,591388,27984,12007001
819,257498,27984,10008008
407,591388,27984,2005004
759,591388,27984,2010001
565,257498,27984,8008013
434,385620,27984,6011010
383,385620,27984,6011
219,384304,27984,1002008
41,385620,27984,12013004
798,415359,27984,9009
199,257498,27984,1008013
972,385620,27984,6009006
771,257498,27984,4008008
57,385620,27984,12013000
253,385620,27984,5012011
923,591388,27984,5007001
985,385620,27984,12011
968,591388,27984,9005010
402,385620,27984,6013010
9,591388,27984,9012004
794,385620,27984,6013010
765,385620,27984,12011004
132,591388,27984,5007001
836,385620,27984,12009011
123,385620,27984,6011010
916,415359,27984,12003007
173,257498,27984,10008008
740,384304,27984,1002007
636,385620,27984,5003006
643,415359,27984,5009002
448,385620,27984,6013010
883,385620,27984,12012011
456,384304,27984,4002008
627,257498,27984,10008008
106,257547,27984,11013013
399,385620,27984,11012
363,385620,27984,6011012
440,257498,27984,1008013
991,257498,27984,10013013
285,257498,27984,11008008
170,591388,27984,5002011
432,415359,27984,6003007
667,257498,27984,11008013
504,385620,27984,6011012
491,591388,27984,12002004
226,415359,27984,6003007
506,257547,27984,8008011
933,257547,27984,4008010
600,591388,27984,9005010
331,257498,27984,7008010
886,385620,27984,13004
703,257547,27984,11013013
601,591388,27984,12002010
732,591388,27984,9012004
646,257498,27984,8008013
166,415359,27984,12008002
252,415359,27984,9009
550,385620,27984,5011010
687,257498,27984,10013001
713,257547,27984,11013013
524,257498,27984,11008008
837,257498,27984,4013001
499,257547,27984,10008010
109,257498,27984,4013007
96,591388,27984,2002010
760,591388,27984,2013004
102,415359,27984,5003007
857,591388,27984,2009010
164,415359,27984,6009007
421,384304,27984,4002007
774,385620,27984,5009010
502,257498,27984,1008010
260,257498,27984,1013008
688,415359,27984,12003009
724,385620,27984,9006
380,415359,27984,6008002
328,591388,27984,2007004
266,257498,27984,11013007
731,415359,27984,5008002
305,415359,27984,6003007
294,591388,27984,12007001
672,385620,27984,6011
830,257498,27984,1013013
594,385620,27984,5013010
