Record ID,AgencyType,State,Year,VictimAge,Weapon
254096,6000,Michigan,1992,53,Blunt Object
254097,5000,Michigan,1992,21,Knife
254100,8000,Michigan,1992,47,Knife
254102,6000,Michigan,1992,40,Shotgun
254106,5000,Michigan,1992,53,Knife
254108,5000,Michigan,1992,24,Knife
254109,5000,Michigan,1992,24,Knife
254112,5000,Michigan,1992,61,Shotgun
254113,5000,Michigan,1992,50,Knife
254114,5000,Michigan,1992,53,Knife
254117,5000,Michigan,1992,0,Blunt Object
254120,5000,Michigan,1992,0,Blunt Object
254121,5000,Michigan,1992,21,Knife
254123,5000,Michigan,1992,46,Blunt Object
254127,6000,Michigan,1992,20,Shotgun
254128,5000,Michigan,1992,55,Knife
254129,5000,Michigan,1992,27,Rifle
254130,6000,Michigan,1992,51,Rifle
254131,6000,Michigan,1992,49,Rifle
254134,5000,Michigan,1992,47,Knife
254141,5000,Michigan,1992,19,Shotgun
254143,5000,Michigan,1992,18,Knife
254144,5000,Michigan,1992,28,Shotgun
254147,5000,Michigan,1992,20,Blunt Object
254150,5000,Michigan,1992,11,Rifle
254154,5000,Michigan,1992,30,Knife
254156,5000,Michigan,1992,48,Knife
254165,5000,Michigan,1992,8,Rifle
254171,5000,Michigan,1992,32,Rifle
254172,5000,Michigan,1992,35,Knife
254177,5000,Michigan,1992,34,Knife
254182,5000,Michigan,1992,34,Knife
254183,5000,Michigan,1992,29,Rifle
254184,5000,Michigan,1992,1,Blunt Object
254187,5000,Michigan,1992,42,Knife
254188,5000,Michigan,1992,25,Knife
254190,5000,Michigan,1992,29,Shotgun
254192,5000,Michigan,1992,50,Blunt Object
254193,6000,Michigan,1992,27,Rifle
254194,6000,Michigan,1992,25,Rifle
254196,5000,Michigan,1992,24,Knife
254197,5000,Michigan,1992,19,Knife
254198,8000,Michigan,1992,18,Knife
254199,8000,Michigan,1992,18,Knife
254200,8000,Michigan,1992,28,Knife
254201,6000,Michigan,1992,18,Knife
254203,5000,Michigan,1992,37,Shotgun
254205,5000,Michigan,1992,21,Rifle
254206,5000,Michigan,1992,51,Knife
254208,5000,Michigan,1992,24,Blunt Object
254211,5000,Michigan,1992,35,Knife
254212,5000,Michigan,1992,32,Knife
254214,5000,Michigan,1992,28,Blunt Object
254215,8000,Michigan,1992,36,Blunt Object
254216,8000,Michigan,1992,20,Shotgun
254217,8000,Michigan,1992,20,Rifle
254219,5000,Michigan,1992,29,Knife
254220,5000,Michigan,1992,24,Knife
254221,5000,Michigan,1992,27,Blunt Object
254222,5000,Michigan,1992,21,Shotgun
254224,6000,Michigan,1992,35,Shotgun
254225,6000,Michigan,1992,34,Shotgun
254231,5000,Michigan,1992,32,Blunt Object
254232,5000,Michigan,1992,54,Blunt Object
254234,5000,Michigan,1992,15,Blunt Object
254235,5000,Michigan,1992,2,Blunt Object
254237,5000,Michigan,1992,31,Knife
254239,5000,Michigan,1992,25,Knife
254242,5000,Michigan,1992,44,Shotgun
254243,5000,Michigan,1992,26,Shotgun
254244,5000,Michigan,1992,43,Knife
254246,6000,Michigan,1992,54,Blunt Object
254249,6000,Michigan,1992,42,Blunt Object
254254,6000,Michigan,1992,16,Knife
254258,5000,Michigan,1992,38,Shotgun
254259,5000,Michigan,1992,28,Knife
254262,5000,Michigan,1992,57,Blunt Object
254263,5000,Michigan,1992,54,Blunt Object
254264,5000,Michigan,1992,22,Knife
254266,5000,Michigan,1992,25,Blunt Object
254267,5000,Michigan,1992,33,Knife
254268,5000,Michigan,1992,0,Blunt Object
254270,5000,Michigan,1992,31,Rifle
254271,5000,Michigan,1992,56,Blunt Object
254274,5000,Michigan,1992,34,Knife
254275,5000,Michigan,1992,28,Rifle
254276,6000,Michigan,1992,46,Shotgun
254277,5000,Michigan,1992,26,Knife
254279,5000,Michigan,1992,87,Blunt Object
254280,6000,Michigan,1992,31,Shotgun
254281,6000,Michigan,1992,26,Rifle
254283,6000,Michigan,1992,63,Rifle
254284,6000,Michigan,1992,22,Blunt Object
254285,6000,Michigan,1992,34,Rifle
254288,5000,Michigan,1992,19,Knife
254290,5000,Michigan,1992,21,Knife
254293,6000,Michigan,1992,34,Knife
254294,5000,Michigan,1992,34,Knife
254295,5000,Michigan,1992,23,Shotgun
254297,5000,Michigan,1992,15,Knife
254300,5000,Michigan,1992,22,Knife
254303,5000,Michigan,1992,19,Shotgun
254305,5000,Michigan,1992,2,Blunt Object
254306,5000,Michigan,1992,40,Blunt Object
254309,5000,Michigan,1992,35,Knife
254311,5000,Michigan,1992,75,Knife
254312,5000,Michigan,1992,28,Blunt Object
254315,5000,Michigan,1992,65,Knife
254317,5000,Michigan,1992,44,Knife
254318,5000,Michigan,1992,22,Rifle
254320,5000,Michigan,1992,71,Knife
254325,6000,Michigan,1992,20,Knife
254327,8000,Michigan,1992,56,Rifle
254329,6000,Michigan,1992,28,Blunt Object
254330,5000,Michigan,1992,43,Knife
254331,5000,Michigan,1992,17,Shotgun
254332,5000,Michigan,1992,17,Knife
254333,5000,Michigan,1992,28,Blunt Object
254338,6000,Michigan,1992,50,Blunt Object
254340,6000,Michigan,1992,31,Knife
254341,5000,Michigan,1992,65,Blunt Object
254342,5000,Michigan,1992,25,Knife
254343,5000,Michigan,1992,21,Knife
254345,5000,Michigan,1992,33,Knife
254346,5000,Michigan,1992,35,Knife
254348,5000,Michigan,1992,29,Blunt Object
254351,5000,Michigan,1992,38,Knife
254353,5000,Michigan,1992,39,Blunt Object
254355,5000,Michigan,1992,20,Shotgun
254356,5000,Michigan,1992,25,Blunt Object
254357,5000,Michigan,1992,40,Knife
254358,5000,Michigan,1992,30,Knife
254363,5000,Michigan,1992,21,Rifle
254367,5000,Michigan,1992,51,Knife
254369,5000,Michigan,1992,21,Blunt Object
254371,5000,Michigan,1992,42,Knife
254373,5000,Michigan,1992,20,Shotgun
254376,6000,Michigan,1992,21,Knife
254381,6000,Michigan,1992,78,Blunt Object
254383,6000,Michigan,1992,30,Rifle
254384,8000,Michigan,1992,20,Shotgun
254386,8000,Michigan,1992,8,Shotgun
254388,5000,Michigan,1992,22,Knife
254391,6000,Michigan,1992,24,Blunt Object
254392,6000,Michigan,1992,39,Knife
254393,5000,Michigan,1992,26,Knife
254394,5000,Michigan,1992,24,Knife
254395,5000,Michigan,1992,31,Knife
254397,8000,Michigan,1992,61,Knife
254402,5000,Michigan,1992,46,Knife
254403,5000,Michigan,1992,32,Knife
254406,5000,Michigan,1992,35,Knife
254414,5000,Michigan,1992,22,Knife
254415,5000,Michigan,1992,20,Shotgun
254418,5000,Michigan,1992,37,Blunt Object
254425,5000,Michigan,1992,21,Knife
254426,5000,Michigan,1992,40,Rifle
254436,5000,Michigan,1992,18,Shotgun
254444,5000,Michigan,1992,20,Knife
254449,5000,Michigan,1992,44,Shotgun
254450,5000,Michigan,1992,25,Blunt Object
254456,5000,Michigan,1992,40,Knife
254457,5000,Michigan,1992,15,Rifle
254459,5000,Michigan,1992,1,Blunt Object
254460,5000,Michigan,1992,23,Rifle
254461,5000,Michigan,1992,59,Rifle
254462,5000,Michigan,1992,26,Knife
254469,5000,Michigan,1992,22,Shotgun
254470,5000,Michigan,1992,72,Knife
254475,5000,Michigan,1992,18,Shotgun
254490,5000,Michigan,1992,16,Shotgun
254500,5000,Michigan,1992,50,Blunt Object
254502,5000,Michigan,1992,21,Shotgun
254503,5000,Michigan,1992,21,Knife
254504,5000,Michigan,1992,42,Knife
254505,5000,Michigan,1992,39,Knife
254513,5000,Michigan,1992,1,Blunt Object
254514,5000,Michigan,1992,1,Blunt Object
254515,5000,Michigan,1992,35,Rifle
254523,5000,Michigan,1992,89,Blunt Object
254527,5000,Michigan,1992,68,Blunt Object
254528,5000,Michigan,1992,61,Blunt Object
254534,5000,Michigan,1992,20,Knife
254539,5000,Michigan,1992,31,Blunt Object
254544,5000,Michigan,1992,34,Knife
254546,5000,Michigan,1992,63,Blunt Object
254547,5000,Michigan,1992,29,Shotgun
254548,5000,Michigan,1992,37,Blunt Object
254550,5000,Michigan,1992,17,Shotgun
254554,5000,Michigan,1992,17,Knife
254559,5000,Michigan,1992,16,Shotgun
254563,5000,Michigan,1992,17,Knife
254564,5000,Michigan,1992,12,Shotgun
254565,5000,Michigan,1992,28,Shotgun
254567,5000,Michigan,1992,24,Shotgun
254568,5000,Michigan,1992,53,Knife
254569,5000,Michigan,1992,23,Knife
254573,5000,Michigan,1992,18,Shotgun
254579,5000,Michigan,1992,37,Knife
254583,5000,Michigan,1992,42,Blunt Object
254595,5000,Michigan,1992,19,Shotgun
254596,5000,Michigan,1992,35,Shotgun
254598,5000,Michigan,1992,30,Knife
254599,5000,Michigan,1992,36,Knife
254601,5000,Michigan,1992,21,Blunt Object
254602,5000,Michigan,1992,34,Knife
254607,5000,Michigan,1992,37,Blunt Object
254609,5000,Michigan,1992,15,Rifle
254610,5000,Michigan,1992,53,Rifle
254627,5000,Michigan,1992,90,Knife
254628,5000,Michigan,1992,71,Blunt Object
254643,5000,Michigan,1992,32,Knife
254650,5000,Michigan,1992,99,Blunt Object
254652,5000,Michigan,1992,37,Blunt Object
254658,5000,Michigan,1992,27,Shotgun
254659,5000,Michigan,1992,43,Knife
254660,5000,Michigan,1992,50,Blunt Object
254662,5000,Michigan,1992,15,Shotgun
254667,5000,Michigan,1992,30,Blunt Object
254668,5000,Michigan,1992,34,Blunt Object
254669,5000,Michigan,1992,47,Blunt Object
254670,5000,Michigan,1992,47,Blunt Object
254672,5000,Michigan,1992,15,Shotgun
254674,5000,Michigan,1992,30,Blunt Object
254681,5000,Michigan,1992,42,Blunt Object
254685,5000,Michigan,1992,42,Rifle
254694,5000,Michigan,1992,34,Knife
254696,5000,Michigan,1992,17,Shotgun
254707,5000,Michigan,1992,35,Shotgun
254708,5000,Michigan,1992,18,Shotgun
254714,5000,Michigan,1992,14,Shotgun
254718,5000,Michigan,1992,35,Knife
254720,5000,Michigan,1992,15,Rifle
254721,5000,Michigan,1992,98,Knife
254724,5000,Michigan,1992,30,Rifle
254725,5000,Michigan,1992,41,Blunt Object
254733,5000,Michigan,1992,35,Rifle
254734,5000,Michigan,1992,28,Knife
254736,5000,Michigan,1992,28,Rifle
254738,5000,Michigan,1992,42,Knife
254749,5000,Michigan,1992,37,Knife
254750,5000,Michigan,1992,53,Knife
254755,5000,Michigan,1992,36,Rifle
254757,5000,Michigan,1992,48,Knife
254765,5000,Michigan,1992,27,Blunt Object
254766,5000,Michigan,1992,17,Rifle
254772,5000,Michigan,1992,37,Blunt Object
254775,5000,Michigan,1992,46,Knife
254780,5000,Michigan,1992,27,Knife
254786,5000,Michigan,1992,19,Knife
254795,5000,Michigan,1992,18,Shotgun
254796,5000,Michigan,1992,26,Knife
254799,5000,Michigan,1992,34,Blunt Object
254802,5000,Michigan,1992,33,Shotgun
254803,5000,Michigan,1992,21,Shotgun
254805,5000,Michigan,1992,22,Blunt Object
254806,5000,Michigan,1992,20,Knife
254808,5000,Michigan,1992,27,Shotgun
254812,5000,Michigan,1992,40,Knife
254813,5000,Michigan,1992,38,Shotgun
254814,5000,Michigan,1992,24,Knife
254815,5000,Michigan,1992,33,Knife
254816,5000,Michigan,1992,41,Blunt Object
254821,5000,Michigan,1992,50,Blunt Object
254822,5000,Michigan,1992,91,Blunt Object
254827,5000,Michigan,1992,16,Blunt Object
254838,5000,Michigan,1992,38,Shotgun
254844,5000,Michigan,1992,20,Rifle
254847,5000,Michigan,1992,16,Shotgun
254852,5000,Michigan,1992,28,Rifle
254855,5000,Michigan,1992,17,Rifle
254856,5000,Michigan,1992,52,Knife
254857,5000,Michigan,1992,44,Blunt Object
254858,5000,Michigan,1992,22,Shotgun
254859,5000,Michigan,1992,1,Blunt Object
254861,5000,Michigan,1992,1,Rifle
254863,5000,Michigan,1992,25,Shotgun
254866,5000,Michigan,1992,53,Blunt Object
254867,5000,Michigan,1992,41,Knife
254869,5000,Michigan,1992,21,Blunt Object
254880,5000,Michigan,1992,48,Blunt Object
254893,5000,Michigan,1992,34,Knife
254895,5000,Michigan,1992,18,Rifle
254897,5000,Michigan,1992,28,Shotgun
254898,5000,Michigan,1992,32,Shotgun
254900,5000,Michigan,1992,16,Rifle
254901,5000,Michigan,1992,41,Rifle
254903,5000,Michigan,1992,32,Knife
254904,5000,Michigan,1992,23,Knife
254906,5000,Michigan,1992,54,Rifle
254908,5000,Michigan,1992,31,Knife
254909,5000,Michigan,1992,26,Knife
254913,5000,Michigan,1992,57,Knife
254919,5000,Michigan,1992,24,Blunt Object
254929,5000,Michigan,1992,29,Shotgun
254930,5000,Michigan,1992,47,Knife
254931,5000,Michigan,1992,34,Shotgun
254934,5000,Michigan,1992,26,Shotgun
254935,5000,Michigan,1992,44,Shotgun
254936,5000,Michigan,1992,36,Knife
254940,5000,Michigan,1992,40,Knife
254943,5000,Michigan,1992,33,Knife
254945,5000,Michigan,1992,27,Shotgun
254948,5000,Michigan,1992,67,Knife
254957,5000,Michigan,1992,20,Blunt Object
254962,5000,Michigan,1992,35,Blunt Object
254965,5000,Michigan,1992,87,Blunt Object
254970,5000,Michigan,1992,39,Knife
254976,5000,Michigan,1992,49,Knife
254977,5000,Michigan,1992,43,Knife
254979,5000,Michigan,1992,32,Knife
254980,5000,Michigan,1992,28,Knife
254981,5000,Michigan,1992,34,Rifle
254982,5000,Michigan,1992,19,Rifle
254983,5000,Michigan,1992,21,Shotgun
254985,5000,Michigan,1992,44,Blunt Object
254987,5000,Michigan,1992,29,Knife
254988,5000,Michigan,1992,41,Shotgun
254992,5000,Michigan,1992,30,Knife
254994,5000,Michigan,1992,20,Knife
254995,5000,Michigan,1992,39,Knife
254998,5000,Michigan,1992,35,Shotgun
255000,5000,Michigan,1992,54,Knife
255003,5000,Michigan,1992,25,Knife
255004,5000,Michigan,1992,25,Rifle
255005,5000,Michigan,1992,42,Knife
255006,5000,Michigan,1992,48,Knife
255011,5000,Michigan,1992,25,Blunt Object
255020,5000,Michigan,1992,18,Knife
255025,5000,Michigan,1992,36,Knife
255027,5000,Michigan,1992,29,Shotgun
255036,5000,Michigan,1992,22,Blunt Object
255038,5000,Michigan,1992,52,Shotgun
255040,5000,Michigan,1992,28,Knife
255044,5000,Michigan,1992,41,Knife
255046,5000,Michigan,1992,28,Shotgun
255048,5000,Michigan,1992,99,Shotgun
255050,5000,Michigan,1992,39,Knife
255052,5000,Michigan,1992,40,Rifle
255056,5000,Michigan,1992,52,Shotgun
255059,5000,Michigan,1992,99,Blunt Object
255061,5000,Michigan,1992,45,Knife
255064,5000,Michigan,1992,26,Blunt Object
255066,5000,Michigan,1992,41,Knife
255072,5000,Michigan,1992,20,Rifle
255073,5000,Michigan,1992,26,Shotgun
255076,5000,Michigan,1992,55,Shotgun
255077,5000,Michigan,1992,39,Shotgun
255078,5000,Michigan,1992,39,Shotgun
257421,6000,New York,1992,49,Rifle
257423,5000,New York,1992,26,Shotgun
257425,5000,New York,1992,2,Blunt Object
257427,5000,New York,1992,65,Blunt Object
257428,5000,New York,1992,29,Shotgun
257430,5000,New York,1992,20,Knife
257431,5000,New York,1992,18,Knife
257432,5000,New York,1992,30,Knife
257434,5000,New York,1992,87,Knife
257435,5000,New York,1992,42,Knife
257437,5000,New York,1992,64,Rifle
257440,5000,New York,1992,21,Shotgun
257443,5000,New York,1992,29,Knife
257444,5000,New York,1992,36,Shotgun
257445,5000,New York,1992,76,Blunt Object
257447,5000,New York,1992,49,Shotgun
257448,5000,New York,1992,33,Blunt Object
257449,5000,New York,1992,33,Knife
257450,5000,New York,1992,3,Knife
257453,5000,New York,1992,33,Blunt Object
257458,5000,New York,1992,76,Knife
257459,5000,New York,1992,26,Knife
257462,5000,New York,1992,2,Blunt Object
257465,5000,New York,1992,41,Blunt Object
257467,5000,New York,1992,51,Blunt Object
257468,5000,New York,1992,29,Knife
257469,5000,New York,1992,16,Knife
257470,5000,New York,1992,66,Knife
257472,5000,New York,1992,25,Knife
257473,5000,New York,1992,17,Rifle
257475,5000,New York,1992,0,Blunt Object
257476,5000,New York,1992,32,Knife
257481,5000,New York,1992,36,Knife
257483,5000,New York,1992,40,Blunt Object
257484,5000,New York,1992,20,Blunt Object
257485,5000,New York,1992,30,Shotgun
257488,5000,New York,1992,32,Blunt Object
257492,5000,New York,1992,19,Blunt Object
257494,5000,New York,1992,55,Blunt Object
257497,5000,New York,1992,28,Knife
257498,5000,New York,1992,90,Knife
257501,5000,New York,1992,19,Shotgun
257503,5000,New York,1992,29,Knife
257504,5000,New York,1992,30,Knife
257505,5000,New York,1992,26,Knife
257506,5000,New York,1992,70,Knife
257511,5000,New York,1992,13,Blunt Object
257512,5000,New York,1992,23,Rifle
257517,5000,New York,1992,32,Knife
257521,5000,New York,1992,35,Shotgun
257524,5000,New York,1992,28,Knife
257525,5000,New York,1992,29,Blunt Object
257529,5000,New York,1992,40,Shotgun
257532,5000,New York,1992,27,Knife
257533,6000,New York,1992,43,Knife
257535,6000,New York,1992,22,Knife
257539,5000,New York,1992,20,Knife
257541,5000,New York,1992,27,Blunt Object
257544,5000,New York,1992,23,Knife
257545,5000,New York,1992,40,Knife
257547,5000,New York,1992,91,Knife
257548,5000,New York,1992,20,Blunt Object
257550,5000,New York,1992,2,Blunt Object
257551,5000,New York,1992,18,Knife
257555,5000,New York,1992,24,Knife
257556,5000,New York,1992,29,Blunt Object
257557,5000,New York,1992,40,Knife
257558,5000,New York,1992,23,Shotgun
257559,5000,New York,1992,21,Knife
257561,5000,New York,1992,26,Knife
257564,5000,New York,1992,45,Knife
257565,5000,New York,1992,26,Blunt Object
257566,5000,New York,1992,36,Knife
257569,5000,New York,1992,45,Blunt Object
257573,5000,New York,1992,21,Rifle
257574,5000,New York,1992,36,Knife
257576,5000,New York,1992,1,Blunt Object
257577,5000,New York,1992,57,Knife
257581,5000,New York,1992,41,Blunt Object
257583,5000,New York,1992,51,Knife
257584,5000,New York,1992,48,Shotgun
257585,5000,New York,1992,35,Knife
257590,6000,New York,1992,22,Shotgun
257597,6000,New York,1992,19,Knife
257598,6000,New York,1992,45,Knife
257603,6000,New York,1992,22,Knife
257604,6000,New York,1992,27,Blunt Object
257608,6000,New York,1992,36,Knife
257611,5000,New York,1992,27,Knife
257612,5000,New York,1992,50,Blunt Object
257623,5000,New York,1992,29,Shotgun
257625,5000,New York,1992,12,Knife
257647,5000,New York,1992,82,Knife
257652,5000,New York,1992,69,Knife
257654,5000,New York,1992,28,Shotgun
257669,5000,New York,1992,12,Knife
257672,5000,New York,1992,32,Knife
257683,5000,New York,1992,62,Blunt Object
257686,5000,New York,1992,18,Blunt Object
257691,5000,New York,1992,30,Knife
257716,5000,New York,1992,20,Blunt Object
257723,5000,New York,1992,21,Knife
257724,5000,New York,1992,27,Blunt Object
257727,5000,New York,1992,35,Blunt Object
257728,5000,New York,1992,39,Knife
257732,5000,New York,1992,35,Blunt Object
257740,5000,New York,1992,50,Knife
257749,5000,New York,1992,35,Blunt Object
257752,5000,New York,1992,21,Knife
257756,5000,New York,1992,19,Shotgun
257763,5000,New York,1992,26,Blunt Object
257768,5000,New York,1992,85,Blunt Object
257772,5000,New York,1992,89,Blunt Object
257773,5000,New York,1992,24,Knife
257781,5000,New York,1992,1,Blunt Object
257786,5000,New York,1992,30,Blunt Object
257811,5000,New York,1992,22,Knife
257812,5000,New York,1992,56,Knife
257815,5000,New York,1992,33,Knife
257819,5000,New York,1992,28,Knife
257830,5000,New York,1992,16,Knife
257832,5000,New York,1992,35,Blunt Object
257843,5000,New York,1992,26,Knife
257851,5000,New York,1992,35,Blunt Object
257852,5000,New York,1992,23,Shotgun
257858,5000,New York,1992,2,Blunt Object
257860,5000,New York,1992,19,Blunt Object
257861,5000,New York,1992,46,Knife
257868,5000,New York,1992,64,Blunt Object
257872,5000,New York,1992,30,Blunt Object
257874,5000,New York,1992,81,Blunt Object
257882,5000,New York,1992,30,Knife
257893,5000,New York,1992,56,Knife
257895,5000,New York,1992,30,Knife
257896,5000,New York,1992,35,Knife
257897,5000,New York,1992,30,Blunt Object
257898,5000,New York,1992,34,Knife
257899,5000,New York,1992,30,Shotgun
257911,5000,New York,1992,76,Knife
257916,5000,New York,1992,49,Knife
257923,5000,New York,1992,31,Blunt Object
257924,5000,New York,1992,20,Knife
257932,5000,New York,1992,21,Knife
257939,5000,New York,1992,39,Blunt Object
257940,5000,New York,1992,26,Knife
257942,5000,New York,1992,25,Knife
257948,5000,New York,1992,23,Shotgun
257956,5000,New York,1992,15,Knife
257959,5000,New York,1992,38,Knife
257964,5000,New York,1992,39,Knife
257965,5000,New York,1992,32,Knife
257972,5000,New York,1992,99,Blunt Object
257973,5000,New York,1992,99,Blunt Object
257985,5000,New York,1992,35,Knife
257987,5000,New York,1992,36,Knife
257991,5000,New York,1992,28,Blunt Object
257996,5000,New York,1992,42,Shotgun
257997,5000,New York,1992,80,Blunt Object
258004,5000,New York,1992,54,Knife
258008,5000,New York,1992,35,Knife
258015,5000,New York,1992,18,Knife
258016,5000,New York,1992,42,Blunt Object
258017,5000,New York,1992,50,Knife
258019,5000,New York,1992,40,Knife
258024,5000,New York,1992,50,Blunt Object
258026,5000,New York,1992,49,Knife
258029,5000,New York,1992,38,Knife
258035,5000,New York,1992,23,Shotgun
258042,5000,New York,1992,50,Blunt Object
258044,5000,New York,1992,67,Knife
258045,5000,New York,1992,40,Knife
258057,5000,New York,1992,19,Shotgun
258061,5000,New York,1992,38,Blunt Object
258068,5000,New York,1992,44,Knife
258081,5000,New York,1992,56,Knife
258092,5000,New York,1992,54,Blunt Object
258095,5000,New York,1992,14,Knife
258102,5000,New York,1992,62,Knife
258109,5000,New York,1992,32,Blunt Object
258113,5000,New York,1992,38,Knife
258114,5000,New York,1992,43,Shotgun
258132,5000,New York,1992,68,Shotgun
258159,5000,New York,1992,53,Blunt Object
258162,5000,New York,1992,30,Blunt Object
258166,5000,New York,1992,24,Knife
258168,5000,New York,1992,27,Blunt Object
258170,5000,New York,1992,31,Knife
258177,5000,New York,1992,31,Blunt Object
258207,5000,New York,1992,30,Knife
258208,5000,New York,1992,44,Knife
258212,5000,New York,1992,20,Blunt Object
258215,5000,New York,1992,22,Shotgun
258216,5000,New York,1992,19,Knife
258218,5000,New York,1992,27,Shotgun
258220,5000,New York,1992,25,Knife
258228,5000,New York,1992,20,Blunt Object
258229,5000,New York,1992,40,Knife
258231,5000,New York,1992,52,Blunt Object
258234,5000,New York,1992,32,Blunt Object
258236,5000,New York,1992,19,Knife
258241,5000,New York,1992,29,Knife
258249,5000,New York,1992,48,Knife
258250,5000,New York,1992,29,Blunt Object
258251,5000,New York,1992,23,Knife
258256,5000,New York,1992,24,Shotgun
258262,5000,New York,1992,18,Knife
258264,5000,New York,1992,23,Shotgun
258265,5000,New York,1992,42,Blunt Object
258267,5000,New York,1992,20,Shotgun
258276,5000,New York,1992,40,Knife
258279,5000,New York,1992,31,Blunt Object
258283,5000,New York,1992,91,Blunt Object
258306,5000,New York,1992,71,Blunt Object
258307,5000,New York,1992,29,Shotgun
258309,5000,New York,1992,25,Shotgun
258312,5000,New York,1992,17,Shotgun
258313,5000,New York,1992,41,Knife
258320,5000,New York,1992,42,Knife
258322,5000,New York,1992,55,Blunt Object
258324,5000,New York,1992,30,Knife
258325,5000,New York,1992,79,Blunt Object
258327,5000,New York,1992,23,Blunt Object
258328,5000,New York,1992,31,Blunt Object
258332,5000,New York,1992,36,Rifle
258333,5000,New York,1992,42,Knife
258334,5000,New York,1992,20,Knife
258335,5000,New York,1992,34,Knife
258345,5000,New York,1992,28,Blunt Object
258350,5000,New York,1992,30,Knife
258356,5000,New York,1992,20,Blunt Object
258357,5000,New York,1992,32,Shotgun
258369,5000,New York,1992,83,Blunt Object
258375,5000,New York,1992,40,Blunt Object
258376,5000,New York,1992,60,Knife
258379,5000,New York,1992,23,Knife
258382,5000,New York,1992,19,Blunt Object
258392,5000,New York,1992,66,Knife
258396,5000,New York,1992,31,Knife
258403,5000,New York,1992,25,Shotgun
258405,5000,New York,1992,46,Knife
258408,5000,New York,1992,20,Rifle
258409,5000,New York,1992,38,Knife
258413,5000,New York,1992,36,Knife
258414,5000,New York,1992,33,Knife
258426,5000,New York,1992,35,Blunt Object
258428,5000,New York,1992,39,Blunt Object
258431,5000,New York,1992,64,Knife
258435,5000,New York,1992,2,Knife
258441,5000,New York,1992,44,Knife
258443,5000,New York,1992,66,Shotgun
258453,5000,New York,1992,17,Knife
258454,5000,New York,1992,19,Knife
258457,5000,New York,1992,28,Knife
258459,5000,New York,1992,22,Blunt Object
258460,5000,New York,1992,17,Rifle
258462,5000,New York,1992,64,Knife
258468,5000,New York,1992,18,Knife
258475,5000,New York,1992,48,Knife
258477,5000,New York,1992,48,Knife
258481,5000,New York,1992,36,Shotgun
258482,5000,New York,1992,27,Blunt Object
258487,5000,New York,1992,27,Knife
258488,5000,New York,1992,42,Blunt Object
258489,5000,New York,1992,15,Blunt Object
258495,5000,New York,1992,25,Knife
258497,5000,New York,1992,16,Rifle
258501,5000,New York,1992,63,Knife
258509,5000,New York,1992,47,Blunt Object
258514,5000,New York,1992,65,Knife
258520,5000,New York,1992,44,Knife
258521,5000,New York,1992,30,Knife
258525,5000,New York,1992,67,Knife
258526,5000,New York,1992,64,Knife
258528,5000,New York,1992,30,Knife
258542,5000,New York,1992,44,Blunt Object
258546,5000,New York,1992,40,Knife
258547,5000,New York,1992,43,Knife
258551,5000,New York,1992,80,Blunt Object
258557,5000,New York,1992,18,Blunt Object
258560,5000,New York,1992,20,Knife
258567,5000,New York,1992,59,Shotgun
258569,5000,New York,1992,77,Knife
258575,5000,New York,1992,19,Rifle
258577,5000,New York,1992,76,Blunt Object
258579,5000,New York,1992,21,Blunt Object
258589,5000,New York,1992,16,Rifle
258593,5000,New York,1992,46,Shotgun
258597,5000,New York,1992,21,Knife
258602,5000,New York,1992,39,Knife
258605,5000,New York,1992,69,Blunt Object
258606,5000,New York,1992,61,Knife
258610,5000,New York,1992,57,Knife
258618,5000,New York,1992,37,Knife
258619,5000,New York,1992,15,Knife
258634,5000,New York,1992,53,Blunt Object
258638,5000,New York,1992,46,Blunt Object
258640,5000,New York,1992,0,Blunt Object
258642,5000,New York,1992,28,Knife
258644,5000,New York,1992,36,Blunt Object
258653,5000,New York,1992,41,Knife
258654,5000,New York,1992,32,Knife
258655,5000,New York,1992,31,Knife
258662,5000,New York,1992,18,Blunt Object
258670,5000,New York,1992,998,Blunt Object
258679,5000,New York,1992,34,Knife
258686,5000,New York,1992,57,Knife
258690,5000,New York,1992,45,Knife
258692,5000,New York,1992,24,Knife
258698,5000,New York,1992,36,Blunt Object
258701,5000,New York,1992,38,Knife
258721,5000,New York,1992,24,Knife
258724,5000,New York,1992,33,Knife
258731,5000,New York,1992,32,Blunt Object
258734,5000,New York,1992,2,Blunt Object
258735,5000,New York,1992,27,Knife
258749,5000,New York,1992,40,Blunt Object
258750,5000,New York,1992,22,Blunt Object
258754,5000,New York,1992,30,Knife
258756,5000,New York,1992,33,Knife
258757,5000,New York,1992,46,Blunt Object
258761,5000,New York,1992,30,Knife
258766,5000,New York,1992,43,Knife
258773,5000,New York,1992,16,Shotgun
258775,5000,New York,1992,48,Blunt Object
258800,5000,New York,1992,16,Blunt Object
258801,5000,New York,1992,2,Knife
258812,5000,New York,1992,33,Blunt Object
258813,5000,New York,1992,49,Knife
258816,5000,New York,1992,41,Knife
258818,5000,New York,1992,58,Blunt Object
258819,5000,New York,1992,85,Blunt Object
258820,5000,New York,1992,25,Knife
258833,5000,New York,1992,17,Blunt Object
258838,5000,New York,1992,23,Knife
258840,5000,New York,1992,59,Blunt Object
258854,5000,New York,1992,31,Shotgun
258863,5000,New York,1992,43,Blunt Object
258864,5000,New York,1992,63,Blunt Object
258866,5000,New York,1992,998,Blunt Object
