,Record ID,AgencyType,State,Year,VictimAge,Weapon
0,254096,6000,Michigan,1992,53,Blunt Object
1,254097,5000,Michigan,1992,21,Knife
2,254100,8000,Michigan,1992,47,Knife
3,254102,6000,Michigan,1992,40,Shotgun
4,254106,5000,Michigan,1992,53,Knife
5,254108,5000,Michigan,1992,24,Knife
6,254109,5000,Michigan,1992,24,Knife
7,254112,5000,Michigan,1992,61,Shotgun
8,254113,5000,Michigan,1992,50,Knife
9,254114,5000,Michigan,1992,53,Knife
10,254117,5000,Michigan,1992,0,Blunt Object
11,254120,5000,Michigan,1992,0,Blunt Object
12,254121,5000,Michigan,1992,21,Knife
13,254123,5000,Michigan,1992,46,Blunt Object
14,254127,6000,Michigan,1992,20,Shotgun
15,254128,5000,Michigan,1992,55,Knife
16,254129,5000,Michigan,1992,27,Rifle
17,254130,6000,Michigan,1992,51,Rifle
18,254131,6000,Michigan,1992,49,Rifle
19,254134,5000,Michigan,1992,47,Knife
20,254141,5000,Michigan,1992,19,Shotgun
21,254143,5000,Michigan,1992,18,Knife
22,254144,5000,Michigan,1992,28,Shotgun
23,254147,5000,Michigan,1992,20,Blunt Object
24,254150,5000,Michigan,1992,11,Rifle
25,254154,5000,Michigan,1992,30,Knife
26,254156,5000,Michigan,1992,48,Knife
27,254165,5000,Michigan,1992,8,Rifle
28,254171,5000,Michigan,1992,32,Rifle
29,254172,5000,Michigan,1992,35,Knife
30,254177,5000,Michigan,1992,34,Knife
31,254182,5000,Michigan,1992,34,Knife
32,254183,5000,Michigan,1992,29,Rifle
33,254184,5000,Michigan,1992,1,Blunt Object
34,254187,5000,Michigan,1992,42,Knife
35,254188,5000,Michigan,1992,25,Knife
36,254190,5000,Michigan,1992,29,Shotgun
37,254192,5000,Michigan,1992,50,Blunt Object
38,254193,6000,Michigan,1992,27,Rifle
39,254194,6000,Michigan,1992,25,Rifle
40,254196,5000,Michigan,1992,24,Knife
41,254197,5000,Michigan,1992,19,Knife
42,254198,8000,Michigan,1992,18,Knife
43,254199,8000,Michigan,1992,18,Knife
44,254200,8000,Michigan,1992,28,Knife
45,254201,6000,Michigan,1992,18,Knife
46,254203,5000,Michigan,1992,37,Shotgun
47,254205,5000,Michigan,1992,21,Rifle
48,254206,5000,Michigan,1992,51,Knife
49,254208,5000,Michigan,1992,24,Blunt Object
50,254211,5000,Michigan,1992,35,Knife
51,254212,5000,Michigan,1992,32,Knife
52,254214,5000,Michigan,1992,28,Blunt Object
53,254215,8000,Michigan,1992,36,Blunt Object
54,254216,8000,Michigan,1992,20,Shotgun
55,254217,8000,Michigan,1992,20,Rifle
56,254219,5000,Michigan,1992,29,Knife
57,254220,5000,Michigan,1992,24,Knife
58,254221,5000,Michigan,1992,27,Blunt Object
59,254222,5000,Michigan,1992,21,Shotgun
60,254224,6000,Michigan,1992,35,Shotgun
61,254225,6000,Michigan,1992,34,Shotgun
62,254231,5000,Michigan,1992,32,Blunt Object
63,254232,5000,Michigan,1992,54,Blunt Object
64,254234,5000,Michigan,1992,15,Blunt Object
65,254235,5000,Michigan,1992,2,Blunt Object
66,254237,5000,Michigan,1992,31,Knife
67,254239,5000,Michigan,1992,25,Knife
68,254242,5000,Michigan,1992,44,Shotgun
69,254243,5000,Michigan,1992,26,Shotgun
70,254244,5000,Michigan,1992,43,Knife
71,254246,6000,Michigan,1992,54,Blunt Object
72,254249,6000,Michigan,1992,42,Blunt Object
73,254254,6000,Michigan,1992,16,Knife
74,254258,5000,Michigan,1992,38,Shotgun
75,254259,5000,Michigan,1992,28,Knife
76,254262,5000,Michigan,1992,57,Blunt Object
77,254263,5000,Michigan,1992,54,Blunt Object
78,254264,5000,Michigan,1992,22,Knife
79,254266,5000,Michigan,1992,25,Blunt Object
80,254267,5000,Michigan,1992,33,Knife
81,254268,5000,Michigan,1992,0,Blunt Object
82,254270,5000,Michigan,1992,31,Rifle
83,254271,5000,Michigan,1992,56,Blunt Object
84,254274,5000,Michigan,1992,34,Knife
85,254275,5000,Michigan,1992,28,Rifle
86,254276,6000,Michigan,1992,46,Shotgun
87,254277,5000,Michigan,1992,26,Knife
88,254279,5000,Michigan,1992,87,Blunt Object
89,254280,6000,Michigan,1992,31,Shotgun
90,254281,6000,Michigan,1992,26,Rifle
91,254283,6000,Michigan,1992,63,Rifle
92,254284,6000,Michigan,1992,22,Blunt Object
93,254285,6000,Michigan,1992,34,Rifle
94,254288,5000,Michigan,1992,19,Knife
95,254290,5000,Michigan,1992,21,Knife
96,254293,6000,Michigan,1992,34,Knife
97,254294,5000,Michigan,1992,34,Knife
98,254295,5000,Michigan,1992,23,Shotgun
99,254297,5000,Michigan,1992,15,Knife
100,254300,5000,Michigan,1992,22,Knife
101,254303,5000,Michigan,1992,19,Shotgun
102,254305,5000,Michigan,1992,2,Blunt Object
103,254306,5000,Michigan,1992,40,Blunt Object
104,254309,5000,Michigan,1992,35,Knife
105,254311,5000,Michigan,1992,75,Knife
106,254312,5000,Michigan,1992,28,Blunt Object
107,254315,5000,Michigan,1992,65,Knife
108,254317,5000,Michigan,1992,44,Knife
109,254318,5000,Michigan,1992,22,Rifle
110,254320,5000,Michigan,1992,71,Knife
111,254325,6000,Michigan,1992,20,Knife
112,254327,8000,Michigan,1992,56,Rifle
113,254329,6000,Michigan,1992,28,Blunt Object
114,254330,5000,Michigan,1992,43,Knife
115,254331,5000,Michigan,1992,17,Shotgun
116,254332,5000,Michigan,1992,17,Knife
117,254333,5000,Michigan,1992,28,Blunt Object
118,254338,6000,Michigan,1992,50,Blunt Object
119,254340,6000,Michigan,1992,31,Knife
120,254341,5000,Michigan,1992,65,Blunt Object
121,254342,5000,Michigan,1992,25,Knife
122,254343,5000,Michigan,1992,21,Knife
123,254345,5000,Michigan,1992,33,Knife
124,254346,5000,Michigan,1992,35,Knife
125,254348,5000,Michigan,1992,29,Blunt Object
126,254351,5000,Michigan,1992,38,Knife
127,254353,5000,Michigan,1992,39,Blunt Object
128,254355,5000,Michigan,1992,20,Shotgun
129,254356,5000,Michigan,1992,25,Blunt Object
130,254357,5000,Michigan,1992,40,Knife
131,254358,5000,Michigan,1992,30,Knife
132,254363,5000,Michigan,1992,21,Rifle
133,254367,5000,Michigan,1992,51,Knife
134,254369,5000,Michigan,1992,21,Blunt Object
135,254371,5000,Michigan,1992,42,Knife
136,254373,5000,Michigan,1992,20,Shotgun
137,254376,6000,Michigan,1992,21,Knife
138,254381,6000,Michigan,1992,78,Blunt Object
139,254383,6000,Michigan,1992,30,Rifle
140,254384,8000,Michigan,1992,20,Shotgun
141,254386,8000,Michigan,1992,8,Shotgun
142,254388,5000,Michigan,1992,22,Knife
143,254391,6000,Michigan,1992,24,Blunt Object
144,254392,6000,Michigan,1992,39,Knife
145,254393,5000,Michigan,1992,26,Knife
146,254394,5000,Michigan,1992,24,Knife
147,254395,5000,Michigan,1992,31,Knife
148,254397,8000,Michigan,1992,61,Knife
149,254402,5000,Michigan,1992,46,Knife
150,254403,5000,Michigan,1992,32,Knife
151,254406,5000,Michigan,1992,35,Knife
152,254414,5000,Michigan,1992,22,Knife
153,254415,5000,Michigan,1992,20,Shotgun
154,254418,5000,Michigan,1992,37,Blunt Object
155,254425,5000,Michigan,1992,21,Knife
156,254426,5000,Michigan,1992,40,Rifle
157,254436,5000,Michigan,1992,18,Shotgun
158,254444,5000,Michigan,1992,20,Knife
159,254449,5000,Michigan,1992,44,Shotgun
160,254450,5000,Michigan,1992,25,Blunt Object
161,254456,5000,Michigan,1992,40,Knife
162,254457,5000,Michigan,1992,15,Rifle
163,254459,5000,Michigan,1992,1,Blunt Object
164,254460,5000,Michigan,1992,23,Rifle
165,254461,5000,Michigan,1992,59,Rifle
166,254462,5000,Michigan,1992,26,Knife
167,254469,5000,Michigan,1992,22,Shotgun
168,254470,5000,Michigan,1992,72,Knife
169,254475,5000,Michigan,1992,18,Shotgun
170,254490,5000,Michigan,1992,16,Shotgun
171,254500,5000,Michigan,1992,50,Blunt Object
172,254502,5000,Michigan,1992,21,Shotgun
173,254503,5000,Michigan,1992,21,Knife
174,254504,5000,Michigan,1992,42,Knife
175,254505,5000,Michigan,1992,39,Knife
176,254513,5000,Michigan,1992,1,Blunt Object
177,254514,5000,Michigan,1992,1,Blunt Object
178,254515,5000,Michigan,1992,35,Rifle
179,254523,5000,Michigan,1992,89,Blunt Object
180,254527,5000,Michigan,1992,68,Blunt Object
181,254528,5000,Michigan,1992,61,Blunt Object
182,254534,5000,Michigan,1992,20,Knife
183,254539,5000,Michigan,1992,31,Blunt Object
184,254544,5000,Michigan,1992,34,Knife
185,254546,5000,Michigan,1992,63,Blunt Object
186,254547,5000,Michigan,1992,29,Shotgun
187,254548,5000,Michigan,1992,37,Blunt Object
188,254550,5000,Michigan,1992,17,Shotgun
189,254554,5000,Michigan,1992,17,Knife
190,254559,5000,Michigan,1992,16,Shotgun
191,254563,5000,Michigan,1992,17,Knife
192,254564,5000,Michigan,1992,12,Shotgun
193,254565,5000,Michigan,1992,28,Shotgun
194,254567,5000,Michigan,1992,24,Shotgun
195,254568,5000,Michigan,1992,53,Knife
196,254569,5000,Michigan,1992,23,Knife
197,254573,5000,Michigan,1992,18,Shotgun
198,254579,5000,Michigan,1992,37,Knife
199,254583,5000,Michigan,1992,42,Blunt Object
200,254595,5000,Michigan,1992,19,Shotgun
201,254596,5000,Michigan,1992,35,Shotgun
202,254598,5000,Michigan,1992,30,Knife
203,254599,5000,Michigan,1992,36,Knife
204,254601,5000,Michigan,1992,21,Blunt Object
205,254602,5000,Michigan,1992,34,Knife
206,254607,5000,Michigan,1992,37,Blunt Object
207,254609,5000,Michigan,1992,15,Rifle
208,254610,5000,Michigan,1992,53,Rifle
209,254627,5000,Michigan,1992,90,Knife
210,254628,5000,Michigan,1992,71,Blunt Object
211,254643,5000,Michigan,1992,32,Knife
212,254650,5000,Michigan,1992,99,Blunt Object
213,254652,5000,Michigan,1992,37,Blunt Object
214,254658,5000,Michigan,1992,27,Shotgun
215,254659,5000,Michigan,1992,43,Knife
216,254660,5000,Michigan,1992,50,Blunt Object
217,254662,5000,Michigan,1992,15,Shotgun
218,254667,5000,Michigan,1992,30,Blunt Object
219,254668,5000,Michigan,1992,34,Blunt Object
220,254669,5000,Michigan,1992,47,Blunt Object
221,254670,5000,Michigan,1992,47,Blunt Object
222,254672,5000,Michigan,1992,15,Shotgun
223,254674,5000,Michigan,1992,30,Blunt Object
224,254681,5000,Michigan,1992,42,Blunt Object
225,254685,5000,Michigan,1992,42,Rifle
226,254694,5000,Michigan,1992,34,Knife
227,254696,5000,Michigan,1992,17,Shotgun
228,254707,5000,Michigan,1992,35,Shotgun
229,254708,5000,Michigan,1992,18,Shotgun
230,254714,5000,Michigan,1992,14,Shotgun
231,254718,5000,Michigan,1992,35,Knife
232,254720,5000,Michigan,1992,15,Rifle
233,254721,5000,Michigan,1992,98,Knife
234,254724,5000,Michigan,1992,30,Rifle
235,254725,5000,Michigan,1992,41,Blunt Object
236,254733,5000,Michigan,1992,35,Rifle
237,254734,5000,Michigan,1992,28,Knife
238,254736,5000,Michigan,1992,28,Rifle
239,254738,5000,Michigan,1992,42,Knife
240,254749,5000,Michigan,1992,37,Knife
241,254750,5000,Michigan,1992,53,Knife
242,254755,5000,Michigan,1992,36,Rifle
243,254757,5000,Michigan,1992,48,Knife
244,254765,5000,Michigan,1992,27,Blunt Object
245,254766,5000,Michigan,1992,17,Rifle
246,254772,5000,Michigan,1992,37,Blunt Object
247,254775,5000,Michigan,1992,46,Knife
248,254780,5000,Michigan,1992,27,Knife
249,254786,5000,Michigan,1992,19,Knife
250,254795,5000,Michigan,1992,18,Shotgun
251,254796,5000,Michigan,1992,26,Knife
252,254799,5000,Michigan,1992,34,Blunt Object
253,254802,5000,Michigan,1992,33,Shotgun
254,254803,5000,Michigan,1992,21,Shotgun
255,254805,5000,Michigan,1992,22,Blunt Object
256,254806,5000,Michigan,1992,20,Knife
257,254808,5000,Michigan,1992,27,Shotgun
258,254812,5000,Michigan,1992,40,Knife
259,254813,5000,Michigan,1992,38,Shotgun
260,254814,5000,Michigan,1992,24,Knife
261,254815,5000,Michigan,1992,33,Knife
262,254816,5000,Michigan,1992,41,Blunt Object
263,254821,5000,Michigan,1992,50,Blunt Object
264,254822,5000,Michigan,1992,91,Blunt Object
265,254827,5000,Michigan,1992,16,Blunt Object
266,254838,5000,Michigan,1992,38,Shotgun
267,254844,5000,Michigan,1992,20,Rifle
268,254847,5000,Michigan,1992,16,Shotgun
269,254852,5000,Michigan,1992,28,Rifle
270,254855,5000,Michigan,1992,17,Rifle
271,254856,5000,Michigan,1992,52,Knife
272,254857,5000,Michigan,1992,44,Blunt Object
273,254858,5000,Michigan,1992,22,Shotgun
274,254859,5000,Michigan,1992,1,Blunt Object
275,254861,5000,Michigan,1992,1,Rifle
276,254863,5000,Michigan,1992,25,Shotgun
277,254866,5000,Michigan,1992,53,Blunt Object
278,254867,5000,Michigan,1992,41,Knife
279,254869,5000,Michigan,1992,21,Blunt Object
280,254880,5000,Michigan,1992,48,Blunt Object
281,254893,5000,Michigan,1992,34,Knife
282,254895,5000,Michigan,1992,18,Rifle
283,254897,5000,Michigan,1992,28,Shotgun
284,254898,5000,Michigan,1992,32,Shotgun
285,254900,5000,Michigan,1992,16,Rifle
286,254901,5000,Michigan,1992,41,Rifle
287,254903,5000,Michigan,1992,32,Knife
288,254904,5000,Michigan,1992,23,Knife
289,254906,5000,Michigan,1992,54,Rifle
290,254908,5000,Michigan,1992,31,Knife
291,254909,5000,Michigan,1992,26,Knife
292,254913,5000,Michigan,1992,57,Knife
293,254919,5000,Michigan,1992,24,Blunt Object
294,254929,5000,Michigan,1992,29,Shotgun
295,254930,5000,Michigan,1992,47,Knife
296,254931,5000,Michigan,1992,34,Shotgun
297,254934,5000,Michigan,1992,26,Shotgun
298,254935,5000,Michigan,1992,44,Shotgun
299,254936,5000,Michigan,1992,36,Knife
300,254940,5000,Michigan,1992,40,Knife
301,254943,5000,Michigan,1992,33,Knife
302,254945,5000,Michigan,1992,27,Shotgun
303,254948,5000,Michigan,1992,67,Knife
304,254957,5000,Michigan,1992,20,Blunt Object
305,254962,5000,Michigan,1992,35,Blunt Object
306,254965,5000,Michigan,1992,87,Blunt Object
307,254970,5000,Michigan,1992,39,Knife
308,254976,5000,Michigan,1992,49,Knife
309,254977,5000,Michigan,1992,43,Knife
310,254979,5000,Michigan,1992,32,Knife
311,254980,5000,Michigan,1992,28,Knife
312,254981,5000,Michigan,1992,34,Rifle
313,254982,5000,Michigan,1992,19,Rifle
314,254983,5000,Michigan,1992,21,Shotgun
315,254985,5000,Michigan,1992,44,Blunt Object
316,254987,5000,Michigan,1992,29,Knife
317,254988,5000,Michigan,1992,41,Shotgun
318,254992,5000,Michigan,1992,30,Knife
319,254994,5000,Michigan,1992,20,Knife
320,254995,5000,Michigan,1992,39,Knife
321,254998,5000,Michigan,1992,35,Shotgun
322,255000,5000,Michigan,1992,54,Knife
323,255003,5000,Michigan,1992,25,Knife
324,255004,5000,Michigan,1992,25,Rifle
325,255005,5000,Michigan,1992,42,Knife
326,255006,5000,Michigan,1992,48,Knife
327,255011,5000,Michigan,1992,25,Blunt Object
328,255020,5000,Michigan,1992,18,Knife
329,255025,5000,Michigan,1992,36,Knife
330,255027,5000,Michigan,1992,29,Shotgun
331,255036,5000,Michigan,1992,22,Blunt Object
332,255038,5000,Michigan,1992,52,Shotgun
333,255040,5000,Michigan,1992,28,Knife
334,255044,5000,Michigan,1992,41,Knife
335,255046,5000,Michigan,1992,28,Shotgun
336,255048,5000,Michigan,1992,99,Shotgun
337,255050,5000,Michigan,1992,39,Knife
338,255052,5000,Michigan,1992,40,Rifle
339,255056,5000,Michigan,1992,52,Shotgun
340,255059,5000,Michigan,1992,99,Blunt Object
341,255061,5000,Michigan,1992,45,Knife
342,255064,5000,Michigan,1992,26,Blunt Object
343,255066,5000,Michigan,1992,41,Knife
344,255072,5000,Michigan,1992,20,Rifle
345,255073,5000,Michigan,1992,26,Shotgun
346,255076,5000,Michigan,1992,55,Shotgun
347,255077,5000,Michigan,1992,39,Shotgun
348,255078,5000,Michigan,1992,39,Shotgun
349,257421,6000,New York,1992,49,Rifle
350,257423,5000,New York,1992,26,Shotgun
351,257425,5000,New York,1992,2,Blunt Object
352,257427,5000,New York,1992,65,Blunt Object
353,257428,5000,New York,1992,29,Shotgun
354,257430,5000,New York,1992,20,Knife
355,257431,5000,New York,1992,18,Knife
356,257432,5000,New York,1992,30,Knife
357,257434,5000,New York,1992,87,Knife
358,257435,5000,New York,1992,42,Knife
359,257437,5000,New York,1992,64,Rifle
360,257440,5000,New York,1992,21,Shotgun
361,257443,5000,New York,1992,29,Knife
362,257444,5000,New York,1992,36,Shotgun
363,257445,5000,New York,1992,76,Blunt Object
364,257447,5000,New York,1992,49,Shotgun
365,257448,5000,New York,1992,33,Blunt Object
366,257449,5000,New York,1992,33,Knife
367,257450,5000,New York,1992,3,Knife
368,257453,5000,New York,1992,33,Blunt Object
369,257458,5000,New York,1992,76,Knife
370,257459,5000,New York,1992,26,Knife
371,257462,5000,New York,1992,2,Blunt Object
372,257465,5000,New York,1992,41,Blunt Object
373,257467,5000,New York,1992,51,Blunt Object
374,257468,5000,New York,1992,29,Knife
375,257469,5000,New York,1992,16,Knife
376,257470,5000,New York,1992,66,Knife
377,257472,5000,New York,1992,25,Knife
378,257473,5000,New York,1992,17,Rifle
379,257475,5000,New York,1992,0,Blunt Object
380,257476,5000,New York,1992,32,Knife
381,257481,5000,New York,1992,36,Knife
382,257483,5000,New York,1992,40,Blunt Object
383,257484,5000,New York,1992,20,Blunt Object
384,257485,5000,New York,1992,30,Shotgun
385,257488,5000,New York,1992,32,Blunt Object
386,257492,5000,New York,1992,19,Blunt Object
387,257494,5000,New York,1992,55,Blunt Object
388,257497,5000,New York,1992,28,Knife
389,257498,5000,New York,1992,90,Knife
390,257501,5000,New York,1992,19,Shotgun
391,257503,5000,New York,1992,29,Knife
392,257504,5000,New York,1992,30,Knife
393,257505,5000,New York,1992,26,Knife
394,257506,5000,New York,1992,70,Knife
395,257511,5000,New York,1992,13,Blunt Object
396,257512,5000,New York,1992,23,Rifle
397,257517,5000,New York,1992,32,Knife
398,257521,5000,New York,1992,35,Shotgun
399,257524,5000,New York,1992,28,Knife
400,257525,5000,New York,1992,29,Blunt Object
401,257529,5000,New York,1992,40,Shotgun
402,257532,5000,New York,1992,27,Knife
403,257533,6000,New York,1992,43,Knife
404,257535,6000,New York,1992,22,Knife
405,257539,5000,New York,1992,20,Knife
406,257541,5000,New York,1992,27,Blunt Object
407,257544,5000,New York,1992,23,Knife
408,257545,5000,New York,1992,40,Knife
409,257547,5000,New York,1992,91,Knife
410,257548,5000,New York,1992,20,Blunt Object
411,257550,5000,New York,1992,2,Blunt Object
412,257551,5000,New York,1992,18,Knife
413,257555,5000,New York,1992,24,Knife
414,257556,5000,New York,1992,29,Blunt Object
415,257557,5000,New York,1992,40,Knife
416,257558,5000,New York,1992,23,Shotgun
417,257559,5000,New York,1992,21,Knife
418,257561,5000,New York,1992,26,Knife
419,257564,5000,New York,1992,45,Knife
420,257565,5000,New York,1992,26,Blunt Object
421,257566,5000,New York,1992,36,Knife
422,257569,5000,New York,1992,45,Blunt Object
423,257573,5000,New York,1992,21,Rifle
424,257574,5000,New York,1992,36,Knife
425,257576,5000,New York,1992,1,Blunt Object
426,257577,5000,New York,1992,57,Knife
427,257581,5000,New York,1992,41,Blunt Object
428,257583,5000,New York,1992,51,Knife
429,257584,5000,New York,1992,48,Shotgun
430,257585,5000,New York,1992,35,Knife
431,257590,6000,New York,1992,22,Shotgun
432,257597,6000,New York,1992,19,Knife
433,257598,6000,New York,1992,45,Knife
434,257603,6000,New York,1992,22,Knife
435,257604,6000,New York,1992,27,Blunt Object
436,257608,6000,New York,1992,36,Knife
437,257611,5000,New York,1992,27,Knife
438,257612,5000,New York,1992,50,Blunt Object
439,257623,5000,New York,1992,29,Shotgun
440,257625,5000,New York,1992,12,Knife
441,257647,5000,New York,1992,82,Knife
442,257652,5000,New York,1992,69,Knife
443,257654,5000,New York,1992,28,Shotgun
444,257669,5000,New York,1992,12,Knife
445,257672,5000,New York,1992,32,Knife
446,257683,5000,New York,1992,62,Blunt Object
447,257686,5000,New York,1992,18,Blunt Object
448,257691,5000,New York,1992,30,Knife
449,257716,5000,New York,1992,20,Blunt Object
450,257723,5000,New York,1992,21,Knife
451,257724,5000,New York,1992,27,Blunt Object
452,257727,5000,New York,1992,35,Blunt Object
453,257728,5000,New York,1992,39,Knife
454,257732,5000,New York,1992,35,Blunt Object
455,257740,5000,New York,1992,50,Knife
456,257749,5000,New York,1992,35,Blunt Object
457,257752,5000,New York,1992,21,Knife
458,257756,5000,New York,1992,19,Shotgun
459,257763,5000,New York,1992,26,Blunt Object
460,257768,5000,New York,1992,85,Blunt Object
461,257772,5000,New York,1992,89,Blunt Object
462,257773,5000,New York,1992,24,Knife
463,257781,5000,New York,1992,1,Blunt Object
464,257786,5000,New York,1992,30,Blunt Object
465,257811,5000,New York,1992,22,Knife
466,257812,5000,New York,1992,56,Knife
467,257815,5000,New York,1992,33,Knife
468,257819,5000,New York,1992,28,Knife
469,257830,5000,New York,1992,16,Knife
470,257832,5000,New York,1992,35,Blunt Object
471,257843,5000,New York,1992,26,Knife
472,257851,5000,New York,1992,35,Blunt Object
473,257852,5000,New York,1992,23,Shotgun
474,257858,5000,New York,1992,2,Blunt Object
475,257860,5000,New York,1992,19,Blunt Object
476,257861,5000,New York,1992,46,Knife
477,257868,5000,New York,1992,64,Blunt Object
478,257872,5000,New York,1992,30,Blunt Object
479,257874,5000,New York,1992,81,Blunt Object
480,257882,5000,New York,1992,30,Knife
481,257893,5000,New York,1992,56,Knife
482,257895,5000,New York,1992,30,Knife
483,257896,5000,New York,1992,35,Knife
484,257897,5000,New York,1992,30,Blunt Object
485,257898,5000,New York,1992,34,Knife
486,257899,5000,New York,1992,30,Shotgun
487,257911,5000,New York,1992,76,Knife
488,257916,5000,New York,1992,49,Knife
489,257923,5000,New York,1992,31,Blunt Object
490,257924,5000,New York,1992,20,Knife
491,257932,5000,New York,1992,21,Knife
492,257939,5000,New York,1992,39,Blunt Object
493,257940,5000,New York,1992,26,Knife
494,257942,5000,New York,1992,25,Knife
495,257948,5000,New York,1992,23,Shotgun
496,257956,5000,New York,1992,15,Knife
497,257959,5000,New York,1992,38,Knife
498,257964,5000,New York,1992,39,Knife
499,257965,5000,New York,1992,32,Knife
500,257972,5000,New York,1992,99,Blunt Object
501,257973,5000,New York,1992,99,Blunt Object
502,257985,5000,New York,1992,35,Knife
503,257987,5000,New York,1992,36,Knife
504,257991,5000,New York,1992,28,Blunt Object
505,257996,5000,New York,1992,42,Shotgun
506,257997,5000,New York,1992,80,Blunt Object
507,258004,5000,New York,1992,54,Knife
508,258008,5000,New York,1992,35,Knife
509,258015,5000,New York,1992,18,Knife
510,258016,5000,New York,1992,42,Blunt Object
511,258017,5000,New York,1992,50,Knife
512,258019,5000,New York,1992,40,Knife
513,258024,5000,New York,1992,50,Blunt Object
514,258026,5000,New York,1992,49,Knife
515,258029,5000,New York,1992,38,Knife
516,258035,5000,New York,1992,23,Shotgun
517,258042,5000,New York,1992,50,Blunt Object
518,258044,5000,New York,1992,67,Knife
519,258045,5000,New York,1992,40,Knife
520,258057,5000,New York,1992,19,Shotgun
521,258061,5000,New York,1992,38,Blunt Object
522,258068,5000,New York,1992,44,Knife
523,258081,5000,New York,1992,56,Knife
524,258092,5000,New York,1992,54,Blunt Object
525,258095,5000,New York,1992,14,Knife
526,258102,5000,New York,1992,62,Knife
527,258109,5000,New York,1992,32,Blunt Object
528,258113,5000,New York,1992,38,Knife
529,258114,5000,New York,1992,43,Shotgun
530,258132,5000,New York,1992,68,Shotgun
531,258159,5000,New York,1992,53,Blunt Object
532,258162,5000,New York,1992,30,Blunt Object
533,258166,5000,New York,1992,24,Knife
534,258168,5000,New York,1992,27,Blunt Object
535,258170,5000,New York,1992,31,Knife
536,258177,5000,New York,1992,31,Blunt Object
537,258207,5000,New York,1992,30,Knife
538,258208,5000,New York,1992,44,Knife
539,258212,5000,New York,1992,20,Blunt Object
540,258215,5000,New York,1992,22,Shotgun
541,258216,5000,New York,1992,19,Knife
542,258218,5000,New York,1992,27,Shotgun
543,258220,5000,New York,1992,25,Knife
544,258228,5000,New York,1992,20,Blunt Object
545,258229,5000,New York,1992,40,Knife
546,258231,5000,New York,1992,52,Blunt Object
547,258234,5000,New York,1992,32,Blunt Object
548,258236,5000,New York,1992,19,Knife
549,258241,5000,New York,1992,29,Knife
550,258249,5000,New York,1992,48,Knife
551,258250,5000,New York,1992,29,Blunt Object
552,258251,5000,New York,1992,23,Knife
553,258256,5000,New York,1992,24,Shotgun
554,258262,5000,New York,1992,18,Knife
555,258264,5000,New York,1992,23,Shotgun
556,258265,5000,New York,1992,42,Blunt Object
557,258267,5000,New York,1992,20,Shotgun
558,258276,5000,New York,1992,40,Knife
559,258279,5000,New York,1992,31,Blunt Object
560,258283,5000,New York,1992,91,Blunt Object
561,258306,5000,New York,1992,71,Blunt Object
562,258307,5000,New York,1992,29,Shotgun
563,258309,5000,New York,1992,25,Shotgun
564,258312,5000,New York,1992,17,Shotgun
565,258313,5000,New York,1992,41,Knife
566,258320,5000,New York,1992,42,Knife
567,258322,5000,New York,1992,55,Blunt Object
568,258324,5000,New York,1992,30,Knife
569,258325,5000,New York,1992,79,Blunt Object
570,258327,5000,New York,1992,23,Blunt Object
571,258328,5000,New York,1992,31,Blunt Object
572,258332,5000,New York,1992,36,Rifle
573,258333,5000,New York,1992,42,Knife
574,258334,5000,New York,1992,20,Knife
575,258335,5000,New York,1992,34,Knife
576,258345,5000,New York,1992,28,Blunt Object
577,258350,5000,New York,1992,30,Knife
578,258356,5000,New York,1992,20,Blunt Object
579,258357,5000,New York,1992,32,Shotgun
580,258369,5000,New York,1992,83,Blunt Object
581,258375,5000,New York,1992,40,Blunt Object
582,258376,5000,New York,1992,60,Knife
583,258379,5000,New York,1992,23,Knife
584,258382,5000,New York,1992,19,Blunt Object
585,258392,5000,New York,1992,66,Knife
586,258396,5000,New York,1992,31,Knife
587,258403,5000,New York,1992,25,Shotgun
588,258405,5000,New York,1992,46,Knife
589,258408,5000,New York,1992,20,Rifle
590,258409,5000,New York,1992,38,Knife
591,258413,5000,New York,1992,36,Knife
592,258414,5000,New York,1992,33,Knife
593,258426,5000,New York,1992,35,Blunt Object
594,258428,5000,New York,1992,39,Blunt Object
595,258431,5000,New York,1992,64,Knife
596,258435,5000,New York,1992,2,Knife
597,258441,5000,New York,1992,44,Knife
598,258443,5000,New York,1992,66,Shotgun
599,258453,5000,New York,1992,17,Knife
600,258454,5000,New York,1992,19,Knife
601,258457,5000,New York,1992,28,Knife
602,258459,5000,New York,1992,22,Blunt Object
603,258460,5000,New York,1992,17,Rifle
604,258462,5000,New York,1992,64,Knife
605,258468,5000,New York,1992,18,Knife
606,258475,5000,New York,1992,48,Knife
607,258477,5000,New York,1992,48,Knife
608,258481,5000,New York,1992,36,Shotgun
609,258482,5000,New York,1992,27,Blunt Object
610,258487,5000,New York,1992,27,Knife
611,258488,5000,New York,1992,42,Blunt Object
612,258489,5000,New York,1992,15,Blunt Object
613,258495,5000,New York,1992,25,Knife
614,258497,5000,New York,1992,16,Rifle
615,258501,5000,New York,1992,63,Knife
616,258509,5000,New York,1992,47,Blunt Object
617,258514,5000,New York,1992,65,Knife
618,258520,5000,New York,1992,44,Knife
619,258521,5000,New York,1992,30,Knife
620,258525,5000,New York,1992,67,Knife
621,258526,5000,New York,1992,64,Knife
622,258528,5000,New York,1992,30,Knife
623,258542,5000,New York,1992,44,Blunt Object
