,Outlier,Max,Ctx,Max_Ctx
200,97021,11396,2025006
188,100440,8795,9011023
153,28768,11396,12026021
109,66449,8795,1019020
138,67632,11396,1014013
198,28768,11396,25002
78,33678,11396,10022023
177,67632,11396,8007009
130,87484,4477,10004007
137,126766,11396,3021022
125,97021,11396,2010018
155,126766,11396,3016024
120,71880,6977,8011016
86,128629,11396,9026025
85,45776,6422,8015000
147,16325,9223,27020
117,96084,9223,2002028
106,46588,6422,7026001
88,33678,11396,10015011
157,33678,11396,10006004
189,67632,11396,1028028
127,33678,11396,6018023
69,114420,5546,9006001
158,28905,8412,27023
80,126766,11396,3016013
172,33678,11396,13011
79,100440,8795,10011027
114,87484,4477,10004005
140,67632,11396,1028006
116,16162,6422,12000021
196,120249,4970,3013007
193,33678,11396,6019028
103,28768,11396,10009006
150,46588,6422,1006005
143,72321,11396,1015006
71,97021,11396,7029021
123,68039,8795,8010010
40,97021,11396,2029009
186,28768,11396,5011021
168,45776,6422,7005008
133,28768,11396,5002
141,120249,4970,11011000
180,33678,11396,12009027
181,97214,11396,9024007
131,100440,8795,7022016
165,68039,8795,1027014
179,67632,11396,8020019
144,28768,11396,6009002
119,114420,5546,3005011
151,129198,6422,3017003
111,68039,8795,8003010
95,71880,6977,1011027
146,126766,11396,6023006
185,16325,9223,11020007
187,16325,9223,27000
164,100440,8795,10022016
184,120249,4970,9004000
132,33678,11396,12024014
160,16325,9223,26016
139,67632,11396,4010022
174,67632,11396,8016021
121,16162,6422,8009
107,97021,11396,13023009
163,97021,11396,9029022
182,120249,4970,3011000
170,33678,11396,10026013
171,33678,11396,4018011
199,33678,11396,4002026
148,87484,4477,7004028
159,125276,9223,3028020
145,97021,11396,13012029
108,97021,11396,7024015
113,97214,11396,9023014
191,97214,11396,9029016
156,33678,11396,10024014
74,97021,11396,12023025
194,33678,11396,4021004
46,16325,9223,12016005
142,16325,9223,10000020
197,33678,11396,5018027
105,97021,11396,12003013
93,96084,9223,2009017
169,72321,11396,8011025
167,100440,8795,5011014
176,16325,9223,17027
154,28768,11396,6017002
96,72321,11396,1001018
75,28768,11396,9021
39,28768,11396,4011021
149,33678,11396,4019014
11,33678,11396,11013011
61,16325,9223,12008020
59,72321,11396,7011013
34,120249,4970,11023005
124,125276,9223,3002004
19,128629,11396,3001015
87,96084,9223,7013014
128,120249,4970,11011000
73,72321,11396,13009028
136,97214,11396,5020014
195,16325,9223,20005
118,33678,11396,11022013
84,28768,11396,16021
100,28768,11396,10015002
41,16162,6422,20029
183,67632,11396,11025026
152,72321,11396,7017015
162,97214,11396,7010014
112,97021,11396,10014002
43,46588,6422,1006009
22,97021,11396,10016029
56,97021,11396,2027029
62,97021,11396,7012028
190,97021,11396,7007018
173,33678,11396,11026026
58,16325,9223,11018016
82,16325,9223,4000020
129,68039,8795,4014014
76,45776,6422,7008019
91,128629,11396,3026022
68,125276,9223,13022017
175,120249,4970,13004019
97,33678,11396,12028004
102,16325,9223,6028005
54,125276,9223,8018008
110,71880,6977,8011027
2,68039,8795,1021016
47,16325,9223,5026016
135,97021,11396,12018006
92,72321,11396,7015015
45,72321,11396,1001009
64,33678,11396,5022013
18,33678,11396,12018027
26,97021,11396,5025029
178,97021,11396,9027012
53,126766,11396,3021028
161,97021,11396,5028019
115,67632,11396,1029024
31,126766,11396,6027015
5,97021,11396,9012018
166,67632,11396,1016026
122,72321,11396,8005025
104,67632,11396,4023002
89,28768,11396,22002
55,72321,11396,1022015
48,120249,4970,6011008
99,97021,11396,7012025
134,33678,11396,4026008
98,126766,11396,6010009
67,97021,11396,2010025
83,16162,6422,6006001
52,33678,11396,25013
10,87484,4477,10023008
57,68039,8795,1003027
44,33678,11396,12006008
81,126913,8795,3025007
94,97021,11396,7025018
70,120249,4970,12014005
63,97021,11396,10003013
6,72321,11396,8015009
21,72321,11396,1015029
3,67632,11396,11027018
38,16325,9223,10000026
192,67632,11396,8027028
13,97214,11396,7010016
126,33678,11396,11009014
4,97021,11396,9018025
51,67632,11396,1016002
42,71880,6977,8017003
101,97214,11396,10007023
15,16325,9223,5008007
12,28768,11396,27006
20,33678,11396,5006013
9,97021,11396,9012025
90,97214,11396,12024010
66,125276,9223,13025004
35,125276,9223,9015023
30,67632,11396,8016012
50,115198,6422,3027005
25,97021,11396,5025018
27,97021,11396,7023002
49,68039,8795,8027016
72,125276,9223,8018008
17,67632,11396,4003025
28,126766,11396,3027021
8,72321,11396,13001029
36,28905,8412,6017003
60,97021,11396,5012029
16,97214,11396,12029010
1,97021,11396,12010019
29,16325,9223,10006006
77,115198,6422,9008008
14,28768,11396,11017019
32,16325,9223,6000000
24,46588,6422,11027011
65,28768,11396,4009012
7,67632,11396,4024029
33,97021,11396,10027015
37,97214,11396,9027027
