,Outlier,Max,Ctx,Max_Ctx
157,33256,9223,12029014
145,66310,11396,8026019
186,33231,6667,12029004
117,33289,11396,5024022
147,16121,5546,26008
197,95811,10092,9022024
155,28768,10092,6027019
111,16325,8795,12027027
169,66310,11396,8018019
128,67550,7926,10003006
158,28768,10092,5010012
123,96934,9135,2003029
184,45776,7919,1015000
196,33231,6667,6006013
97,67550,7926,7018021
180,33256,9223,12024026
121,16162,5546,6017027
52,115198,8795,3020020
168,67550,7926,8016019
192,28768,10092,11022006
127,87511,8399,9014018
118,28768,10092,10009013
68,45776,7919,1025017
131,66310,11396,13022026
153,16121,5546,18028
101,81042,11396,9017027
114,96934,9135,5007006
100,97081,9223,2024003
88,96934,9135,5012006
179,45912,8341,1016028
199,16121,5546,11027017
106,33231,6667,11002020
177,96934,9135,12003021
164,95766,8795,2019013
193,87511,8399,12024018
166,16121,5546,12020008
63,67550,7926,11023006
103,28768,10092,12022024
75,126332,8786,3024002
105,67550,7926,11029012
142,28768,10092,5016006
120,95766,8795,2013026
129,66310,11396,8012026
174,16121,5546,11019018
125,66310,11396,8009029
61,45814,10092,7028001
140,33231,6667,6019014
116,96934,9135,9007021
92,68039,8795,13021003
187,16162,5546,10000001
191,67550,7926,8025021
150,16162,5546,12020001
87,125216,5099,3018014
181,28768,10092,12029026
159,67550,7926,1007012
162,96934,9135,5014025
156,128572,7089,3011026
135,71717,10092,13011028
79,68039,8795,13021010
151,45814,10092,13005011
152,67632,11396,13018012
89,68039,8795,13025016
65,45776,7919,1019015
195,95766,8795,9019004
18,16121,5546,19027
112,28768,10092,12017021
167,96934,9135,5007026
20,67550,7926,11029015
98,67550,7926,7024009
30,96934,9135,9010002
66,28861,5316,6016021
19,67550,7926,10010026
143,16325,8795,11015026
190,71717,10092,8022006
165,68039,8795,10027010
185,97214,8795,9023010
59,45776,7919,7028016
108,67632,11396,13023025
62,96934,9135,2014006
21,125216,5099,3028004
25,128572,7089,3022012
136,28768,10092,4023026
93,67550,7926,10007012
126,16325,8795,4015018
84,33231,6667,6021014
16,28768,10092,12009006
96,66301,5452,1029011
17,16325,8795,4019026
69,66335,9223,1015013
122,28768,10092,12021019
95,95766,8795,9024008
73,46482,5546,13020016
64,71717,10092,8011015
54,16121,5546,8025
58,68039,8795,11027010
34,125216,5099,3012029
83,67550,7926,11003024
33,45776,7919,8020005
47,45814,10092,8019023
70,16325,8795,5019026
46,67550,7926,8028021
67,45814,10092,13018023
42,66335,9223,1012024
12,125216,5099,3019024
43,16121,5546,10008027
1,45776,7919,1018016
7,67550,7926,4014022
38,45814,10092,1018027
29,67550,7926,1023025
13,68039,8795,7010023
22,66310,11396,13009027
32,45814,10092,13025022
35,16325,8795,10015017
57,67550,7926,10018006
44,28768,10092,11011021
49,33286,8412,10002023
137,67550,7926,4003021
23,28768,10092,4011026
82,28768,10092,4026024
45,28768,10092,4011009
10,45776,7919,8008000
31,16325,8795,4025007
6,71717,10092,13017025
138,16121,5546,7016
37,97081,9223,2012016
39,33231,6667,4006014
5,96934,9135,5007013
51,16325,8795,10015007
11,28861,5316,6023028
8,87511,8399,9029007
77,28775,11396,11029022
15,28768,10092,5010021
27,96934,9135,9025002
9,33231,6667,4012008
