,Outlier,Max,Ctx,Max_Ctx
148,67550,11396,1007012
107,29414,11396,5021006
118,28750,11396,11009006
181,16325,11396,11018015
142,28750,11396,12023026
127,71717,11396,13015002
119,33286,9223,10002011
103,28750,11396,11022002
135,33286,9223,4029020
200,87484,6039,13004000
198,95901,8795,2006022
174,67550,11396,8012028
144,33289,11396,12018013
114,28750,11396,10026029
112,16325,11396,17025
197,28768,11396,12027024
190,67550,11396,13027022
168,33289,11396,4012029
89,67550,11396,11028021
117,28758,11396,6026012
185,16121,8795,5019008
62,67550,11396,8018024
143,28750,11396,12001021
175,45776,8795,13006015
155,67550,11396,8007009
159,16325,11396,27006
98,28750,11396,10001021
179,16121,8795,5027020
141,67550,11396,13021026
109,16121,8795,4028027
128,16162,8795,11000022
191,16162,8795,11026010
152,45776,8795,1007017
86,28768,11396,12023021
129,45776,8795,1000015
165,16325,11396,6027025
23,67550,11396,11003022
188,16325,11396,11018018
161,66370,8795,13002004
137,33435,11396,24023
88,28768,11396,5023029
149,16121,8795,4026005
146,66370,8795,7013026
163,16121,8795,5007000
187,16162,8795,6015023
167,16325,11396,5015018
177,68039,11396,7021007
126,16162,8795,12018023
32,28768,11396,10027029
186,99869,11396,2022026
71,66370,8795,13022004
170,66370,8795,8022004
70,67550,11396,13012018
25,16325,11396,25015
139,68039,11396,7021016
95,66370,8795,7025004
85,28861,11396,6027002
173,66370,8795,13018014
45,71669,11396,1009029
102,87484,6039,9004015
105,33286,9223,11018004
122,16162,8795,11006021
151,71669,11396,13015009
180,87484,6039,9023005
124,99945,11396,2011013
196,66370,8795,7012014
67,45776,8795,13015008
94,16162,8795,10006029
131,29414,11396,5010019
130,16325,11396,5018028
36,28758,11396,12023019
91,95901,8795,2018011
134,16121,8795,10025020
84,67550,11396,13007024
199,66370,8795,13013011
69,87484,6039,13013006
169,16325,11396,11027025
73,67550,11396,7007026
75,66370,8795,7013029
97,96934,11396,2014006
17,96934,11396,9024013
178,16162,8795,10019001
43,33289,11396,5012024
48,16121,8795,10007000
74,87484,6039,9013016
156,16121,8795,20015
93,67550,11396,11003018
42,28750,11396,11025021
18,45776,8795,7026017
192,16325,11396,6015025
44,16325,11396,6018026
189,67550,11396,8021022
121,33286,9223,11002014
12,66370,8795,7026004
92,71717,11396,7001029
72,28750,11396,11009025
193,87484,6039,9014005
80,28768,11396,4023002
30,16162,8795,10000022
51,16325,11396,5028
116,96934,11396,2014012
136,125276,11396,3009029
65,45776,8795,1019020
183,126309,11396,3023018
35,67550,11396,11028002
162,16325,11396,10020006
120,125276,11396,3029026
22,45776,8795,8006019
28,96934,11396,2025025
171,66370,8795,1009004
90,16325,11396,12020019
176,71717,11396,8009002
61,33289,11396,5013013
68,96934,11396,9025026
195,125574,8795,3009023
33,29414,11396,12022009
83,16121,8795,10019020
50,67550,11396,1018026
24,67550,11396,11003026
147,96084,11396,9022028
63,16325,11396,12005028
153,96934,11396,12003012
55,66449,11396,13025014
8,33286,9223,11002029
6,95901,8795,2029011
39,67550,11396,13021009
76,33286,9223,4029027
26,45776,8795,8005005
104,45776,8795,8005017
113,67550,11396,4028012
164,67533,11396,7016025
54,99869,11396,9022025
38,28750,11396,11025013
19,126309,11396,3020025
47,96084,11396,2022019
11,28768,11396,10027009
52,99896,11396,2026013
49,16121,8795,11028008
37,126332,11396,6028012
60,16325,11396,10020019
56,28768,11396,5021025
15,96934,11396,9025021
78,67550,11396,11007029
13,45776,8795,13018008
3,99869,11396,2026022
4,28768,11396,4023015
16,100440,8795,9010010
20,67550,11396,1007015
2,16121,8795,4019020
27,16325,11396,12026018
5,67533,11396,13007025
10,28758,11396,15013
7,33286,9223,29020
