,Outlier,Max,Ctx,Max_Ctx
425,254150,17718,[0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0.],0
481,254150,17718,[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 1. 1.],0
339,254386,15024,[0. 0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 1.],0
82,254150,17718,[1. 0. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0.],0
287,254150,17718,[1. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 0.],0
348,263252,2673,[1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 0.],0
490,263152,10362,[0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1.],0
329,261166,1674,[0. 1. 0. 0. 1. 0. 1. 1. 1. 0. 1. 0.],0
160,261180,2226,[0. 1. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1.],0
294,254150,17718,[0. 0. 1. 1. 1. 1. 0. 0. 1. 1. 1. 0.],0
167,254150,17718,[0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0.],0
477,254386,15024,[0. 1. 1. 0. 1. 1. 0. 1. 1. 0. 1. 0.],0
154,259728,6334,[0. 1. 1. 0. 0. 1. 0. 1. 1. 0. 1. 1.],0
64,254150,17718,[1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1.],0
321,254386,15024,[0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 1.],0
193,260996,16786,[1. 1. 0. 1. 0. 0. 1. 0. 0. 1. 1. 1.],0
470,259728,6334,[0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 1.],0
371,254150,17718,[0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0.],0
292,278467,27984,[0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 1.],0
208,254150,17718,[1. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0.],0
440,262751,18757,[1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1.],0
357,259728,6334,[0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 1.],0
277,260981,16130,[0. 0. 1. 0. 0. 0. 1. 1. 1. 1. 1. 0.],0
221,261056,1955,[1. 1. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1.],0
62,254150,17718,[1. 1. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1.],0
436,260981,16130,[1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0.],0
200,258670,27984,[1. 0. 0. 1. 0. 1. 0. 0. 1. 1. 0. 1.],0
448,260981,16130,[0. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0.],0
447,260996,16786,[1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1.],0
488,254386,15024,[1. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0.],0
163,254150,17718,[0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1.],0
445,262613,6334,[0. 1. 1. 1. 1. 0. 0. 1. 1. 0. 0. 0.],0
498,254150,17718,[1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1.],0
431,254150,17718,[1. 0. 0. 1. 1. 1. 1. 0. 1. 1. 1. 0.],0
145,254150,17718,[0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0.],0
3,254150,17718,[0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1.],0
356,254150,17718,[0. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0.],0
398,254386,15024,[1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 0.],0
483,262655,17718,[1. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 0.],0
113,262655,17718,[1. 1. 0. 1. 0. 0. 0. 1. 1. 0. 1. 0.],0
22,262751,18757,[1. 1. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1.],0
117,259728,6334,[0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0.],0
105,254150,17718,[1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0.],0
7,262655,17718,[1. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0. 1.],0
486,254150,17718,[0. 1. 1. 1. 1. 0. 1. 0. 1. 1. 1. 1.],0
44,284102,4208,[0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1.],0
320,254386,15024,[0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1. 0.],0
335,260996,16786,[1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 0.],0
468,254150,17718,[1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0.],0
467,254150,17718,[1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 0. 1.],0
411,262613,6334,[0. 1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 0.],0
17,259842,4208,[0. 0. 1. 1. 0. 1. 1. 1. 0. 0. 1. 0.],0
454,254564,19898,[1. 0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 0.],0
99,254150,17718,[1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1.],0
405,260981,16130,[0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0.],0
90,262751,18757,[1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 0.],0
142,254564,19898,[1. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 0.],0
188,259847,4364,[0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 1. 0.],0
194,259847,4364,[0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1. 1.],0
45,260981,16130,[0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 0.],0
139,259842,4208,[0. 1. 1. 1. 0. 1. 0. 1. 0. 0. 1. 1.],0
216,257450,27984,[0. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0.],0
147,587033,27984,[0. 0. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1.],0
434,254150,17718,[1. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1. 1.],0
16,257450,27984,[0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1.],0
9,259847,4364,[0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0.],0
165,263152,10362,[0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0.],0
317,259842,4208,[1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0.],0
243,254150,17718,[0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 1.],0
126,254150,17718,[0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0.],0
158,260981,16130,[0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0.],0
197,572214,27984,[0. 0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 1.],0
111,259728,6334,[1. 0. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1.],0
96,254150,17718,[1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 1.],0
8,261189,16884,[1. 0. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1.],0
265,257450,27984,[0. 1. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0.],0
463,259846,10114,[1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0.],0
351,254564,19898,[0. 0. 1. 0. 1. 0. 1. 1. 1. 1. 0. 0.],0
110,257511,16205,[1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0.],0
162,254386,15024,[0. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0.],0
406,259847,4364,[0. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0.],0
60,254150,17718,[0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.],0
302,259842,4208,[1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 1. 0.],0
500,284023,10706,[0. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 1.],0
94,262613,6334,[0. 1. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1.],0
33,278326,3101,[0. 1. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0.],0
342,257450,27984,[0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1.],0
34,254721,27984,[0. 1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 1.],0
313,254386,15024,[0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 1. 1.],0
390,259847,4364,[1. 1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0.],0
327,259833,13625,[0. 1. 1. 1. 0. 1. 1. 1. 0. 0. 1. 0.],0
51,259842,4208,[1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0.],0
192,260981,16130,[0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1.],0
293,283935,27984,[1. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 1.],0
251,262613,6334,[0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0.],0
159,262613,6334,[1. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0.],0
421,254150,17718,[0. 0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0.],0
31,259728,6334,[1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 1. 0.],0
459,259847,4364,[0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0.],0
1,260981,16130,[1. 1. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1.],0
73,261121,16884,[1. 0. 1. 1. 0. 0. 1. 0. 0. 1. 1. 0.],0
283,254721,27984,[0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 1. 1.],0
84,259847,4364,[0. 1. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1.],0
452,259728,6334,[0. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0.],0
323,259846,10114,[1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1.],0
272,302225,6334,[0. 1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 0.],0
374,262655,17718,[1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0.],0
376,254150,17718,[0. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1.],0
72,259728,6334,[0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0.],0
89,259842,4208,[0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 1.],0
211,262655,17718,[1. 1. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0.],0
85,254386,15024,[0. 1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0.],0
352,261000,4415,[0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1.],0
2,254386,15024,[0. 1. 1. 1. 1. 0. 1. 1. 1. 0. 1. 0.],0
140,254564,19898,[1. 0. 1. 0. 1. 1. 1. 1. 0. 1. 0. 1.],0
178,262751,18757,[1. 0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1.],0
304,254150,17718,[1. 0. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0.],0
358,259842,4208,[1. 1. 1. 0. 0. 1. 1. 0. 0. 0. 1. 0.],0
284,261056,1955,[1. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1.],0
220,254150,17718,[1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0.],0
361,254564,19898,[1. 1. 1. 0. 1. 0. 0. 0. 0. 1. 0. 1.],0
395,259847,4364,[1. 1. 0. 1. 0. 1. 0. 0. 0. 0. 1. 0.],0
413,278325,8158,[1. 0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1.],0
206,254564,19898,[0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0.],0
141,261180,2226,[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],0
204,278325,8158,[1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0.],0
54,259842,4208,[1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 1. 0.],0
202,259728,6334,[0. 0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 1.],0
120,284102,4208,[0. 0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1.],0
123,254150,17718,[0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0. 1.],0
279,262613,6334,[0. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1.],0
131,261189,16884,[1. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1.],0
354,254150,17718,[0. 0. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0.],0
198,260996,16786,[1. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 0.],0
215,263152,10362,[0. 0. 0. 1. 0. 1. 1. 1. 1. 0. 1. 1.],0
6,258670,27984,[1. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0.],0
217,259728,6334,[1. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1. 1.],0
423,257450,27984,[0. 1. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1.],0
187,254564,19898,[0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0.],0
203,278438,1988,[1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1.],0
70,261156,8399,[0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1.],0
458,259833,13625,[1. 1. 1. 1. 0. 1. 1. 1. 1. 0. 1. 1.],0
288,261000,4415,[0. 1. 1. 1. 0. 0. 1. 0. 1. 1. 0. 0.],0
345,254150,17718,[0. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 1.],0
324,259847,4364,[1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1.],0
469,478431,11142,[0. 0. 1. 1. 0. 0. 1. 1. 0. 0. 1. 0.],0
475,254150,17718,[0. 1. 0. 1. 1. 1. 0. 1. 0. 1. 0. 0.],0
429,262863,12228,[0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 1.],0
25,254386,15024,[0. 0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0.],0
21,257511,16205,[1. 1. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1.],0
270,259728,6334,[0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1.],0
403,254150,17718,[1. 1. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0.],0
466,366762,3164,[0. 1. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0.],0
80,260996,16786,[1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1.],0
238,278438,1988,[1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 1.],0
312,260996,16786,[1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.],0
209,254564,19898,[1. 0. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],0
49,260981,16130,[0. 1. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1.],0
101,260996,16786,[1. 1. 1. 1. 0. 0. 1. 0. 1. 1. 1. 1.],0
476,254150,17718,[0. 1. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0.],0
301,263152,10362,[1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],0
231,262655,17718,[0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0.],0
196,261016,14389,[1. 1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 1.],0
373,283998,5597,[1. 0. 0. 0. 0. 1. 1. 1. 0. 0. 1. 1.],0
375,254386,15024,[0. 1. 1. 0. 1. 0. 1. 1. 1. 0. 1. 1.],0
367,259728,6334,[0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 0. 0.],0
124,254386,15024,[0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 0.],0
168,384367,3357,[1. 0. 0. 1. 0. 0. 1. 0. 0. 0. 1. 0.],0
52,262751,18757,[1. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1.],0
42,262613,6334,[1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1.],0
71,263152,10362,[1. 0. 0. 1. 0. 0. 0. 1. 1. 0. 1. 1.],0
128,262751,18757,[1. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1.],0
237,254386,15024,[0. 0. 1. 0. 1. 0. 0. 1. 1. 1. 1. 1.],0
20,262613,6334,[0. 0. 1. 1. 1. 0. 0. 1. 1. 0. 0. 1.],0
129,263229,14274,[0. 1. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1.],0
378,259728,6334,[1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 1.],0
496,254150,17718,[0. 1. 1. 1. 1. 0. 1. 1. 1. 1. 1. 0.],0
108,461910,11142,[0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1.],0
420,254235,16884,[1. 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 0.],0
303,259728,6334,[0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 0. 0.],0
430,257450,27984,[1. 1. 1. 1. 0. 1. 0. 0. 1. 1. 0. 0.],0
282,261056,1955,[1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 0.],0
35,262751,18757,[1. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0.],0
171,260981,16130,[0. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 0.],0
479,257511,16205,[1. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 1.],0
249,257511,16205,[1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1.],0
366,259728,6334,[0. 0. 1. 1. 0. 1. 1. 1. 1. 1. 0. 1.],0
492,261156,8399,[0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0.],0
174,263152,10362,[1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1.],0
417,285335,2331,[1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1.],0
219,261016,14389,[1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 1.],0
412,259728,6334,[0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 0.],0
41,263162,10930,[1. 1. 1. 0. 1. 0. 1. 1. 1. 0. 0. 1.],0
435,254564,19898,[1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 1.],0
433,263152,10362,[0. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 1.],0
169,478431,11142,[0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 1. 1.],0
308,258670,27984,[1. 0. 1. 0. 0. 1. 1. 1. 1. 1. 0. 0.],0
255,254721,27984,[0. 1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0.],0
146,254386,15024,[1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0.],0
223,262751,18757,[1. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 0.],0
256,254150,17718,[1. 0. 0. 1. 1. 0. 0. 0. 0. 1. 1. 0.],0
494,394806,16357,[1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0.],0
385,278326,3101,[0. 0. 0. 1. 1. 1. 1. 0. 1. 0. 1. 1.],0
222,254150,17718,[0. 1. 0. 1. 1. 1. 0. 0. 1. 1. 0. 1.],0
18,262613,6334,[1. 1. 1. 1. 0. 0. 0. 1. 1. 0. 1. 0.],0
365,254150,17718,[1. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 1.],0
205,260996,16786,[1. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 0.],0
269,263152,10362,[0. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1.],0
173,254386,15024,[1. 0. 1. 0. 1. 0. 1. 1. 1. 0. 1. 0.],0
134,259728,6334,[1. 0. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0.],0
372,259847,4364,[0. 1. 0. 1. 0. 1. 1. 0. 1. 0. 1. 1.],0
109,254386,15024,[0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0.],0
248,257511,16205,[1. 0. 1. 1. 0. 1. 0. 0. 0. 1. 0. 1.],0
38,259846,10114,[1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 1. 1.],0
239,461910,11142,[0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 1. 1.],0
443,263152,10362,[1. 0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 1.],0
106,254150,17718,[1. 0. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0.],0
328,254386,15024,[0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1.],0
233,254150,17718,[0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0.],0
121,254150,17718,[1. 1. 0. 1. 1. 0. 1. 0. 1. 1. 1. 1.],0
478,262655,17718,[1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.],0
67,254150,17718,[1. 0. 0. 1. 1. 0. 1. 0. 1. 1. 0. 0.],0
314,257511,16205,[1. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 1.],0
234,262863,12228,[0. 1. 1. 1. 0. 0. 0. 1. 0. 1. 0. 0.],0
428,257511,16205,[1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 0. 0.],0
155,254564,19898,[0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0.],0
225,257450,27984,[0. 1. 1. 0. 0. 1. 1. 0. 1. 1. 0. 1.],0
285,262751,18757,[1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1.],0
341,259728,6334,[1. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0.],0
414,260996,16786,[1. 1. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1.],0
362,507534,8158,[1. 0. 0. 1. 1. 1. 0. 1. 0. 0. 1. 0.],0
183,254150,17718,[0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 1. 0.],0
79,261180,2226,[0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1. 1.],0
137,379710,2354,[1. 0. 1. 0. 1. 1. 0. 1. 0. 0. 1. 0.],0
207,260996,16786,[1. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 1.],0
487,254150,17718,[0. 1. 0. 1. 1. 1. 0. 1. 1. 1. 1. 0.],0
5,254235,16884,[1. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0.],0
388,259728,6334,[1. 0. 1. 0. 1. 1. 0. 1. 1. 0. 0. 0.],0
315,259847,4364,[1. 1. 0. 0. 0. 1. 0. 1. 1. 0. 1. 0.],0
88,257450,27984,[0. 1. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1.],0
355,254150,17718,[1. 0. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0.],0
499,262655,17718,[1. 1. 0. 1. 0. 0. 1. 1. 1. 0. 0. 0.],0
138,263152,10362,[1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1.],0
307,259728,6334,[1. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1.],0
416,254150,17718,[0. 0. 1. 1. 1. 1. 1. 0. 1. 1. 1. 1.],0
456,254150,17718,[0. 1. 0. 1. 1. 1. 1. 1. 0. 1. 0. 0.],0
39,262751,18757,[1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0.],0
199,254150,17718,[1. 0. 1. 1. 1. 0. 1. 0. 1. 1. 0. 1.],0
